valid,tmpf,dwpf,relh,drct,sknt,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,hour,airport,low_visibility,valid_hour,LATITUDE,LONGITUDE,ELEVATION
2024-01-01 00:00:00+00:00,53.6,50.0,87.56,260.0,4.0,1018.0,0.75,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,0,VIDP,True,2024-01-01 00:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 00:30:00+00:00,53.6,50.0,87.56,290.0,4.0,1019.0,0.75,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,0,VIDP,True,2024-01-01 00:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 01:00:00+00:00,51.8,48.2,87.47,290.0,4.0,1019.0,0.75,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,1,VIDP,True,2024-01-01 01:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 01:30:00+00:00,51.8,48.2,87.47,330.0,3.0,1019.0,0.68,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,1,VIDP,True,2024-01-01 01:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 02:00:00+00:00,51.8,48.2,87.47,260.0,4.0,1019.0,0.75,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,2,VIDP,True,2024-01-01 02:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 02:30:00+00:00,51.8,48.2,87.47,300.0,4.0,1020.0,0.75,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,2,VIDP,True,2024-01-01 02:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 03:00:00+00:00,51.8,48.2,87.47,310.0,3.0,1020.0,0.75,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,3,VIDP,True,2024-01-01 03:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 03:30:00+00:00,51.8,48.2,87.47,40.0,3.0,1020.0,0.75,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,3,VIDP,True,2024-01-01 03:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 04:00:00+00:00,51.8,48.2,87.47,30.0,3.0,1020.0,0.75,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,4,VIDP,True,2024-01-01 04:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 04:30:00+00:00,51.8,48.2,87.47,30.0,3.0,1021.0,0.81,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,4,VIDP,True,2024-01-01 04:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 05:00:00+00:00,53.6,48.2,81.87,-1.0,2.0,1021.0,0.81,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,5,VIDP,True,2024-01-01 05:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 05:30:00+00:00,53.6,48.2,81.87,210.0,3.0,1020.0,0.87,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,5,VIDP,True,2024-01-01 05:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 06:00:00+00:00,55.4,50.0,81.99,250.0,3.0,1020.0,0.93,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,6,VIDP,True,2024-01-01 06:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 06:30:00+00:00,55.4,50.0,81.99,230.0,3.0,1020.0,0.93,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,6,VIDP,True,2024-01-01 06:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 07:00:00+00:00,57.2,48.2,71.83,-1.0,2.0,1019.0,0.99,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,7,VIDP,True,2024-01-01 07:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 07:30:00+00:00,57.2,50.0,76.82,270.0,4.0,1019.0,0.99,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,7,VIDP,True,2024-01-01 07:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 08:00:00+00:00,57.2,48.2,71.83,260.0,5.0,1018.0,0.99,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,8,VIDP,True,2024-01-01 08:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 08:30:00+00:00,59.0,50.0,72.01,250.0,4.0,1018.0,0.99,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,8,VIDP,True,2024-01-01 08:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 09:00:00+00:00,59.0,50.0,72.01,270.0,6.0,1017.0,0.99,6.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,9,VIDP,True,2024-01-01 09:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 09:30:00+00:00,59.0,48.2,67.33,260.0,5.0,1017.0,0.99,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,9,VIDP,True,2024-01-01 09:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 10:00:00+00:00,59.0,48.2,67.33,270.0,5.0,1017.0,0.93,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,10,VIDP,True,2024-01-01 10:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 10:30:00+00:00,57.2,48.2,71.83,290.0,5.0,1017.0,0.93,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,10,VIDP,True,2024-01-01 10:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 11:00:00+00:00,57.2,48.2,71.83,290.0,6.0,1017.0,0.93,6.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,11,VIDP,True,2024-01-01 11:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 11:30:00+00:00,55.4,48.2,76.66,300.0,6.0,1017.0,0.93,6.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,11,VIDP,True,2024-01-01 11:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 12:00:00+00:00,53.6,48.2,81.87,310.0,6.0,1017.0,0.93,6.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,12,VIDP,True,2024-01-01 12:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 12:30:00+00:00,53.6,48.2,81.87,310.0,5.0,1017.0,0.93,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,12,VIDP,True,2024-01-01 12:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 13:00:00+00:00,51.8,46.4,81.74,320.0,5.0,1018.0,0.93,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,13,VIDP,True,2024-01-01 13:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 13:30:00+00:00,51.8,46.4,81.74,310.0,5.0,1018.0,0.93,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,13,VIDP,True,2024-01-01 13:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 14:00:00+00:00,51.8,46.4,81.74,300.0,4.0,1018.0,0.93,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,14,VIDP,True,2024-01-01 14:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 14:30:00+00:00,51.8,46.4,81.74,300.0,4.0,1018.0,0.93,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,14,VIDP,True,2024-01-01 14:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 15:00:00+00:00,51.8,46.4,81.74,310.0,5.0,1019.0,0.93,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,15,VIDP,True,2024-01-01 15:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 15:30:00+00:00,51.8,46.4,81.74,330.0,3.0,1019.0,0.93,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,15,VIDP,True,2024-01-01 15:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 16:00:00+00:00,51.8,46.4,81.74,290.0,4.0,1019.0,0.93,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,16,VIDP,True,2024-01-01 16:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 16:30:00+00:00,51.8,46.4,81.74,280.0,5.0,1019.0,0.93,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,16,VIDP,True,2024-01-01 16:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 17:00:00+00:00,51.8,46.4,81.74,280.0,4.0,1019.0,0.93,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,17,VIDP,True,2024-01-01 17:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 17:30:00+00:00,51.8,46.4,81.74,280.0,4.0,1019.0,0.93,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,17,VIDP,True,2024-01-01 17:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 18:00:00+00:00,50.0,46.4,87.37,270.0,3.0,1019.0,0.93,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,18,VIDP,True,2024-01-01 18:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 18:30:00+00:00,50.0,46.4,87.37,280.0,3.0,1019.0,0.93,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,18,VIDP,True,2024-01-01 18:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 19:00:00+00:00,50.0,46.4,87.37,260.0,3.0,1018.0,0.87,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,19,VIDP,True,2024-01-01 19:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 19:30:00+00:00,50.0,46.4,87.37,270.0,3.0,1018.0,0.87,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,19,VIDP,True,2024-01-01 19:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 20:00:00+00:00,50.0,46.4,87.37,280.0,3.0,1018.0,0.87,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,20,VIDP,True,2024-01-01 20:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 20:30:00+00:00,50.0,46.4,87.37,290.0,3.0,1018.0,0.87,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,20,VIDP,True,2024-01-01 20:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 21:00:00+00:00,50.0,46.4,87.37,270.0,4.0,1018.0,0.87,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,21,VIDP,True,2024-01-01 21:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 21:30:00+00:00,48.2,46.4,93.45,290.0,4.0,1018.0,0.87,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,21,VIDP,True,2024-01-01 21:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 22:00:00+00:00,48.2,46.4,93.45,280.0,4.0,1018.0,0.87,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,22,VIDP,True,2024-01-01 22:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 22:30:00+00:00,48.2,46.4,93.45,250.0,4.0,1018.0,0.87,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,22,VIDP,True,2024-01-01 22:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 23:00:00+00:00,48.2,46.4,93.45,300.0,4.0,1018.0,0.87,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,23,VIDP,True,2024-01-01 23:00:00+00:00,28.584511,77.205783,215.0
2024-01-01 23:30:00+00:00,48.2,46.4,93.45,290.0,4.0,1017.0,0.87,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,23,VIDP,True,2024-01-01 23:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 00:00:00+00:00,48.2,46.4,93.45,300.0,4.0,1017.0,0.87,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,0,VIDP,True,2024-01-02 00:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 00:30:00+00:00,48.2,46.4,93.45,300.0,3.0,1017.0,0.87,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,0,VIDP,True,2024-01-02 00:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 01:00:00+00:00,48.2,46.4,93.45,300.0,3.0,1018.0,0.87,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,1,VIDP,True,2024-01-02 01:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 01:30:00+00:00,48.2,46.4,93.45,300.0,3.0,1018.0,0.87,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,1,VIDP,True,2024-01-02 01:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 02:00:00+00:00,48.2,46.4,93.45,320.0,3.0,1019.0,0.75,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,2,VIDP,True,2024-01-02 02:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 02:30:00+00:00,48.2,46.4,93.45,140.0,2.0,1019.0,0.75,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,2,VIDP,True,2024-01-02 02:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 03:00:00+00:00,48.2,46.4,93.45,-1.0,2.0,1020.0,0.75,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,3,VIDP,True,2024-01-02 03:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 03:30:00+00:00,50.0,44.6,81.61,90.0,2.0,1020.0,0.75,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,3,VIDP,True,2024-01-02 03:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 04:00:00+00:00,50.0,44.6,81.61,280.0,2.0,1020.0,0.68,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,4,VIDP,True,2024-01-02 04:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 04:30:00+00:00,50.0,44.6,81.61,70.0,2.0,1020.0,0.68,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,4,VIDP,True,2024-01-02 04:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 05:00:00+00:00,51.8,44.6,76.34,80.0,2.0,1020.0,0.68,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,5,VIDP,True,2024-01-02 05:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 05:30:00+00:00,53.6,46.4,76.5,-1.0,2.0,1020.0,0.68,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,5,VIDP,True,2024-01-02 05:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 06:00:00+00:00,53.6,46.4,76.5,200.0,3.0,1020.0,0.75,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,6,VIDP,True,2024-01-02 06:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 06:30:00+00:00,55.4,48.2,76.66,240.0,2.0,1019.0,0.75,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,6,VIDP,True,2024-01-02 06:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 07:00:00+00:00,55.4,48.2,76.66,250.0,3.0,1019.0,0.81,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,7,VIDP,True,2024-01-02 07:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 07:30:00+00:00,57.2,46.4,67.12,290.0,4.0,1018.0,0.81,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,7,VIDP,True,2024-01-02 07:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 08:00:00+00:00,57.2,46.4,67.12,260.0,4.0,1018.0,0.81,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,8,VIDP,True,2024-01-02 08:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 08:30:00+00:00,59.0,46.4,62.92,300.0,4.0,1018.0,0.81,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,8,VIDP,True,2024-01-02 08:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 09:00:00+00:00,59.0,44.6,58.77,270.0,4.0,1017.0,0.87,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,9,VIDP,True,2024-01-02 09:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 09:30:00+00:00,59.0,44.6,58.77,280.0,5.0,1016.0,0.93,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,9,VIDP,True,2024-01-02 09:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 10:00:00+00:00,59.0,44.6,58.77,290.0,6.0,1016.0,0.93,6.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,10,VIDP,True,2024-01-02 10:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 10:30:00+00:00,59.0,44.6,58.77,290.0,4.0,1016.0,0.93,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,10,VIDP,True,2024-01-02 10:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 11:00:00+00:00,57.2,46.4,67.12,300.0,5.0,1016.0,0.93,5.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,11,VIDP,True,2024-01-02 11:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 11:30:00+00:00,57.2,46.4,67.12,300.0,4.0,1016.0,0.93,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,11,VIDP,True,2024-01-02 11:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 12:00:00+00:00,55.4,46.4,71.64,300.0,4.0,1016.0,0.93,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,12,VIDP,True,2024-01-02 12:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 12:30:00+00:00,55.4,46.4,71.64,280.0,4.0,1016.0,0.93,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,12,VIDP,True,2024-01-02 12:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 13:00:00+00:00,53.6,46.4,76.5,260.0,4.0,1017.0,0.81,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,FU,13,VIDP,True,2024-01-02 13:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 13:30:00+00:00,53.6,51.8,93.6,240.0,4.0,1017.0,0.75,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,13,VIDP,True,2024-01-02 13:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 14:00:00+00:00,53.6,51.8,93.6,240.0,3.0,1017.0,0.75,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,14,VIDP,True,2024-01-02 14:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 14:30:00+00:00,51.8,50.0,93.55,280.0,4.0,1017.0,0.75,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,14,VIDP,True,2024-01-02 14:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 15:00:00+00:00,51.8,50.0,93.55,310.0,4.0,1017.0,0.75,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,15,VIDP,True,2024-01-02 15:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 15:30:00+00:00,50.0,48.2,93.5,300.0,3.0,1017.0,0.68,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,15,VIDP,True,2024-01-02 15:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 16:00:00+00:00,50.0,48.2,93.5,310.0,3.0,1018.0,0.68,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,16,VIDP,True,2024-01-02 16:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 16:30:00+00:00,50.0,48.2,93.5,320.0,3.0,1018.0,0.62,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,16,VIDP,True,2024-01-02 16:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 17:00:00+00:00,50.0,48.2,93.5,10.0,3.0,1018.0,0.56,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,17,VIDP,True,2024-01-02 17:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 17:30:00+00:00,50.0,48.2,93.5,20.0,3.0,1018.0,0.5,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,17,VIDP,True,2024-01-02 17:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 18:00:00+00:00,48.2,46.4,93.45,20.0,4.0,1018.0,0.5,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,18,VIDP,True,2024-01-02 18:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 18:30:00+00:00,48.2,46.4,93.45,50.0,4.0,1018.0,0.5,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,18,VIDP,True,2024-01-02 18:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 19:00:00+00:00,48.2,46.4,93.45,60.0,3.0,1018.0,0.5,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,19,VIDP,True,2024-01-02 19:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 19:30:00+00:00,48.2,46.4,93.45,-1.0,2.0,1017.0,0.5,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,19,VIDP,True,2024-01-02 19:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 20:00:00+00:00,48.2,46.4,93.45,50.0,3.0,1017.0,0.43,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,20,VIDP,True,2024-01-02 20:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 20:30:00+00:00,48.2,46.4,93.45,30.0,4.0,1017.0,0.43,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,20,VIDP,True,2024-01-02 20:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 21:00:00+00:00,48.2,46.4,93.45,20.0,4.0,1017.0,0.37,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,21,VIDP,True,2024-01-02 21:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 21:30:00+00:00,48.2,46.4,93.45,300.0,3.0,1017.0,0.37,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,21,VIDP,True,2024-01-02 21:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 22:00:00+00:00,48.2,46.4,93.45,-1.0,2.0,1017.0,0.37,2.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,22,VIDP,True,2024-01-02 22:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 22:30:00+00:00,48.2,46.4,93.45,340.0,4.0,1017.0,0.37,4.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,22,VIDP,True,2024-01-02 22:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 23:00:00+00:00,48.2,46.4,93.45,330.0,3.0,1017.0,0.37,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,23,VIDP,True,2024-01-02 23:00:00+00:00,28.584511,77.205783,215.0
2024-01-02 23:30:00+00:00,48.2,46.4,93.45,300.0,3.0,1017.0,0.37,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,23,VIDP,True,2024-01-02 23:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 00:00:00+00:00,48.2,46.4,93.45,330.0,3.0,1017.0,0.37,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,0,VIDP,True,2024-01-03 00:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 00:30:00+00:00,48.2,46.4,93.45,20.0,3.0,1017.0,0.37,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,0,VIDP,True,2024-01-03 00:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 01:00:00+00:00,48.2,46.4,93.45,-1.0,2.0,1018.0,0.37,2.0,VV ,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,1,VIDP,True,2024-01-03 01:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 01:30:00+00:00,48.2,46.4,93.45,80.0,3.0,1018.0,0.37,3.0,VV ,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,1,VIDP,True,2024-01-03 01:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 02:00:00+00:00,48.2,46.4,93.45,50.0,3.0,1018.0,0.31,3.0,VV ,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,2,VIDP,True,2024-01-03 02:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 02:30:00+00:00,48.2,46.4,93.45,70.0,2.0,1018.0,0.31,2.0,VV ,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,2,VIDP,True,2024-01-03 02:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 03:00:00+00:00,48.2,46.4,93.45,320.0,1.5,1019.0,0.31,2.0,VV ,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,3,VIDP,True,2024-01-03 03:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 03:30:00+00:00,50.0,46.4,87.37,100.0,3.0,1019.0,0.43,3.0,VV ,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,3,VIDP,True,2024-01-03 03:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 04:00:00+00:00,50.0,46.4,87.37,100.0,3.0,1020.0,0.5,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,4,VIDP,True,2024-01-03 04:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 04:30:00+00:00,50.0,48.2,93.5,100.0,3.0,1020.0,0.5,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,4,VIDP,True,2024-01-03 04:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 05:00:00+00:00,51.8,48.2,87.47,100.0,3.0,1020.0,0.56,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,5,VIDP,True,2024-01-03 05:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 05:30:00+00:00,51.8,46.4,81.74,100.0,3.0,1020.0,0.56,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,5,VIDP,True,2024-01-03 05:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 06:00:00+00:00,51.8,48.2,87.47,340.0,1.5,1020.0,0.56,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,MIFG,6,VIDP,True,2024-01-03 06:00:00+00:00,28.584511,77.205783,215.0
2024-01-03 06:30:00+00:00,53.6,48.2,81.87,340.0,3.0,1019.0,0.68,3.0,NSC,CLR,CLR,CLR,0.0,0.0,0.0,0.0,BR,6,VIDP,True,2024-01-03 06:00:00+00:00,28.584511,77.205783,215.0
