"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","OC1","OD1","REM","EQD"
"42182099999","2024-01-02T09:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0168,1","+0077,1","10165,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"9,9,999,9,-003,1","04,1",,,"SYN05242182 31994 02002 10168 20077 40165 70400 333 59003=",
"42182099999","2024-01-02T12:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0149,1","+0071,1","10160,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"9,9,999,9,-002,1","04,1",,,"SYN05842182 31994 00000 10149 20071 40160 70400 333 10172 59002=",
"42182099999","2024-01-02T15:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0090,1","+0077,1","10180,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"9,9,999,9,-005,1","10,1",,,"SYN05242182 31994 02002 10090 20077 40180 71000 333 59005=",
"42182099999","2024-01-02T18:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0090,1","+0082,1","10184,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"9,9,999,9,-012,1","10,1",,,"SYN05242182 31993 00000 10090 20082 40184 71000 333 59012=",
"42182099999","2024-01-02T21:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","000500,1,9,9","+0086,1","+0078,1","10181,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"9,9,999,9,-016,1","11,1",,,"SYN05242182 31993 02002 10086 20078 40181 71100 333 59016=",
"42182099999","2024-01-03T00:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0092,1","+0071,1","10181,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+001,1","11,1",,,"SYN05242182 31993 00000 10092 20071 40181 71144 333 58001=",
"42182099999","2024-01-03T03:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","320,1,N,0015,1","00060,1,W,N","000200,1,9,9","+0096,1","+0079,1","10196,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0172,1","240,N,+0073,1",,"9,9,999,9,+000,1","11,1",,,"SYN08042182 31/92 93203 10096 20079 40196 71144 89/// 333 10172 20073 58000 555 10023=",
"42182099999","2024-01-03T06:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0015,1","99999,9,9,N","000500,1,9,9","+0112,1","+0092,1","10202,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+000,1","11,1",,,"SYN05242182 31993 03403 10112 20092 40202 71144 333 58000=",
"42182099999","2024-01-03T09:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0152,1","+0081,1","10170,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"9,9,999,9,+005,1","04,1",,,"SYN05242182 31993 00000 10152 20081 40170 70400 333 58005=",
"42182099999","2024-01-03T12:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","000500,1,9,9","+0138,1","+0095,1","10167,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+007,1","11,1",,,"SYN05842182 31993 02902 10138 20095 40167 71144 333 10156 58007=",
"42182099999","2024-01-03T15:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0096,1","+0084,1","10176,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,-003,1","11,1",,,"SYN05242182 31993 00000 10096 20084 40176 71144 333 59003=",
"42182099999","2024-01-03T18:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","000500,1,9,9","+0094,1","+0086,1","10180,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,-003,1","11,1",,,"SYN05242182 31993 03402 10094 20086 40180 71144 333 59003=",
"42182099999","2024-01-03T21:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0021,1","99999,9,9,N","000500,1,9,9","+0096,1","+0088,1","10178,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,-002,1","11,1",,,"SYN05242182 31993 03404 10096 20088 40178 71144 333 59002=",
"42182099999","2024-01-04T00:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","000500,1,9,9","+0094,1","+0086,1","10183,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+002,1","11,1",,,"SYN05242182 31993 03402 10094 20086 40183 71144 333 58002=",
"42182099999","2024-01-04T03:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0026,1","99999,9,9,N","000500,1,9,9","+0100,1","+0084,1","10205,1",,"4,1,02,1","4,1,02,1",,,,,,,"240,M,+0156,1","240,N,+0077,1",,"9,9,999,9,+008,1","11,1",,,"SYN07442182 31993 03405 10100 20084 40205 71144 333 10156 20077 58008 555 10023=",
"42182099999","2024-01-04T06:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0021,1","99999,9,9,N","000500,1,9,9","+0120,1","+0092,1","10205,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+003,1","11,1",,,"SYN05242182 31993 03404 10120 20092 40205 71144 333 58003=",
"42182099999","2024-01-04T15:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","320,1,N,0021,1","00120,1,W,N","000500,1,9,9","+0108,1","+0092,1","10182,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+006,1","11,1",,,"SYN05842182 31/93 93204 10108 20092 40182 71144 89/// 333 58006=",
"42182099999","2024-01-04T18:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0015,1","00120,1,W,N","000500,1,9,9","+0102,1","+0090,1","10178,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-001,1","11,1",,,"SYN05842182 31/93 93403 10102 20090 40178 71144 89/// 333 59001=",
"42182099999","2024-01-04T21:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0015,1","00120,1,W,N","000500,1,9,9","+0098,1","+0086,1","10175,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-002,1","11,1",,,"SYN05842182 31/93 93403 10098 20086 40175 71144 89/// 333 59002=",
"42182099999","2024-01-05T00:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0098,1","+0086,1","10177,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-006,1","11,1",,,"SYN05842182 31/93 90000 10098 20086 40177 71144 89/// 333 59006=",
"42182099999","2024-01-05T03:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","00060,1,W,N","000200,1,9,9","+0116,1","+0104,1","10194,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0125,1","240,N,+0094,1",,"9,9,999,9,-009,1","45,1",,,"SYN08042182 31/92 90000 10116 20104 40194 74544 89/// 333 10125 20094 59009 555 10023=",
"42182099999","2024-01-05T06:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0010,1","00120,1,W,N","000500,1,9,9","+0134,1","+0111,1","10198,1",,"4,1,02,1","2,1,02,1",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-006,1","11,1",,,"SYN05242182 31/93 93402 10134 20111 40198 71142 333 59006=",
"42182099999","2024-01-05T09:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0140,1","+0118,1","10173,1",,"4,1,02,1","2,1,02,1",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-007,1","11,1",,,"SYN05242182 31/93 90000 10140 20118 40173 71142 333 59007=",
"42182099999","2024-01-05T12:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0130,1","+0119,1","10174,1",,"4,1,02,1","2,1,02,1",,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+006,1","11,1",,,"SYN05842182 31/93 90000 10130 20119 40174 71142 333 10146 58006=",
"42182099999","2024-01-05T15:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0126,1","+0115,1","10193,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+011,1","11,1",,,"SYN05242182 31993 00000 10126 20115 40193 71144 333 58011=",
"42182099999","2024-01-05T18:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0116,1","+0112,1","10196,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+018,1","11,1",,,"SYN05242182 31993 00000 10116 20112 40196 71144 333 58018=",
"42182099999","2024-01-05T21:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0104,1","+0104,1","10192,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+015,1","11,1",,,"SYN05242182 31993 00000 10104 20104 40192 71144 333 58015=",
"42182099999","2024-01-06T00:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0096,1","+0096,1","10188,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+012,1","11,1",,,"SYN05242182 31993 00000 10096 20096 40188 71144 333 58012=",
"42182099999","2024-01-06T03:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0104,1","+0104,1","10207,1",,"4,1,02,1","4,1,02,1",,,,,,,"240,M,+0146,1","240,N,+0089,1",,"9,9,999,9,+013,1","11,1",,,"SYN07442182 31993 00000 10104 20104 40207 71144 333 10146 20089 58013 555 10023=",
"42182099999","2024-01-06T06:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0128,1","+0093,1","10216,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+017,1","11,1",,,"SYN05242182 31993 00000 10128 20093 40216 71144 333 58017=",
"42182099999","2024-01-06T09:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","340,1,N,0015,1","22000,1,9,9","001000,1,9,9","+0147,1","+0094,1","10190,1","99,9999,9,9","4,1,99,9","4,1,99,9","02,1,+03000,1,03,1",,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,03000,1,99,9,99,9",,,,"9,9,999,9,+016,1","04,1",,,"SYN004BUFR",
"42182099999","2024-01-06T12:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,9","000500,1,9,9","+0135,1","+0095,1","10192,1","99,9999,9,9","4,1,99,9","4,1,99,9","02,1,+03000,1,03,1",,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,03000,1,99,9,99,9",,,,"9,9,999,9,+015,1","04,1",,,"SYN004BUFR",
"42182099999","2024-01-06T15:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,9","000500,1,9,9","+0117,1","+0090,1","10207,1","99,9999,9,9","4,1,99,9","4,1,99,9",,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+015,1","11,1",,,"SYN004BUFR",
"42182099999","2024-01-06T18:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0084,1","+0076,1","10209,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+016,1","11,1",,,"SYN05242182 31993 00000 10084 20076 40209 71144 333 58016=",
"42182099999","2024-01-06T21:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0080,1","+0071,1","10205,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+011,1","11,1",,,"SYN05242182 31993 00000 10080 20071 40205 71144 333 58011=",
"42182099999","2024-01-07T00:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0098,1","+0077,1","10205,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+015,1","11,1",,,"SYN05242182 31993 00000 10098 20077 40205 71144 333 58015=",
"42182099999","2024-01-07T03:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","360,1,N,0015,1","99999,9,9,N","000500,1,9,9","+0104,1","+0070,1","10205,1",,"4,1,02,1","4,1,02,1",,,,,,,"240,M,+0152,1","240,N,+0082,1",,"9,9,999,9,+014,1","11,1",,,"SYN07442182 31993 03603 10104 20070 40205 71144 333 10152 20082 58014 555 10023=",
"42182099999","2024-01-07T03:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-15","99999","V020","360,1,N,0015,1","99999,9,9,N","000600,1,9,9","+0100,1","+0070,1","99999,9",,,,,,,,,,,,"10210,1,99999,9",,"12,1",,,"MET055METAR VIDD 070300Z 36003KT 0600 MIFG 10/07 Q1021 NOSIG=",
"42182099999","2024-01-07T03:30:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-15","99999","V020","350,1,N,0015,1","99999,9,9,N","000700,1,9,9","+0110,1","+0070,1","99999,9",,,,"02,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,03048,1,99,9,99,9",,,"10220,1,99999,9",,"12,1",,,"MET062METAR VIDD 070330Z 35003KT 0700 MIFG FEW100 11/07 Q1022 NOSIG=",
"42182099999","2024-01-07T06:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","001000,1,9,9","+0138,1","+0082,1","10232,1",,"4,1,02,1","4,1,02,1","03,1,+03000,1,03,1",,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,03000,1,99,9,99,9",,,,"9,9,999,9,+016,1","04,1",,,"SYN06442182 31994 30000 10138 20082 40232 70444 83030 333 58016 83360=",
"42182099999","2024-01-07T09:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,C,N","001000,1,9,9","+0178,1","+0080,1","10195,1",,"4,1,02,1","2,1,02,1","02,1,+01200,1,06,1","03,1,+03000,1,03,1",,,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,01200,1,99,9,99,9",,,,"9,9,999,9,+008,1","04,1",,,"SYN07042182 31694 30000 10178 20080 40195 70442 82530 333 58008 82640 83360=","Q01 030003SCOCIG"
"42182099999","2024-01-07T12:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0162,1","+0110,1","10183,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,"9,9,999,9,-002,1","04,1",,,"SYN05842182 31994 00000 10162 20110 40183 70400 333 10188 59002=",
"42182099999","2024-01-07T15:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0124,1","+0109,1","10201,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,-006,1","11,1",,,"SYN05242182 31993 00000 10124 20109 40201 71144 333 59006=",
"42182099999","2024-01-07T18:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0110,1","+0098,1","10202,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,-005,1","11,1",,,"SYN05242182 31993 00000 10110 20098 40202 71144 333 59005=",
"42182099999","2024-01-07T21:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0076,1","+0072,1","10200,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,-005,1","11,1",,,"SYN05242182 31993 00000 10076 20072 40200 71144 333 59005=",
"42182099999","2024-01-08T00:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0072,1","+0072,1","10205,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+000,1","11,1",,,"SYN05242182 31993 00000 10072 20072 40205 71144 333 58000=",
"42182099999","2024-01-08T03:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0100,1","+0092,1","10225,1",,"4,1,02,1","4,1,02,1",,,,,,,"240,M,+0188,1","240,N,+0053,1",,"9,9,999,9,+003,1","11,1",,,"SYN07442182 31993 00000 10100 20092 40225 71144 333 10188 20053 58003 555 10023=",
"42182099999","2024-01-08T06:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0118,1","+0094,1","10226,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,-005,1","11,1",,,"SYN05242182 31993 00000 10118 20094 40226 71144 333 59005=",
"42182099999","2024-01-08T09:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","360,1,N,0015,1","22000,1,9,9","000500,1,9,9","+0150,1","+0096,1","10201,1","99,9999,9,9","4,1,99,9","4,1,99,9","99,9,+04000,1,99,9",,,,"9,AGL   ,+99999,+99999","01,99,1,99,9,99,9,04000,1,99,9,99,9",,,,"9,9,999,9,+003,1","11,1",,,"SYN004BUFR",
"42182099999","2024-01-08T12:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0144,1","+0118,1","10187,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,+000,1","11,1",,,"SYN05242182 31993 00000 10144 20118 40187 71144 333 58000=",
"42182099999","2024-01-08T15:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0110,1","+0102,1","10198,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,"9,9,999,9,-004,1","11,1",,,"SYN05242182 31993 00000 10110 20102 40198 71144 333 59004=",
"42182099999","2024-01-08T18:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","180,1,N,0015,1","00060,1,W,N","000200,1,9,9","+0104,1","+0100,1","10201,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-001,1","45,1",,,"SYN05842182 31/92 91803 10104 20100 40201 74544 89/// 333 59001=",
"42182099999","2024-01-08T21:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","00060,1,W,N","000200,1,9,9","+0096,1","+0092,1","10202,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+004,1","45,1",,,"SYN05842182 31/92 90000 10096 20092 40202 74544 89/// 333 58004=",
"42182099999","2024-01-09T00:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","00060,1,W,N","000200,1,9,9","+0094,1","+0090,1","10199,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-004,1","45,1",,,"SYN05842182 31/92 90000 10094 20090 40199 74544 89/// 333 59004=",
"42182099999","2024-01-09T03:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","999,9,C,0000,1","00120,1,W,N","000500,1,9,9","+0112,1","+0096,1","10211,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0175,1","240,N,+0079,1",,"9,9,999,9,-012,1","11,1",,,"SYN08042182 31/93 90000 10112 20096 40211 71144 89/// 333 10175 20079 59012 555 10023=",
"42182099999","2024-01-09T06:00:00","4","28.584511","77.205783","214.88","SAFDARJUNG, IN","FM-12","99999","V020","160,1,N,0026,1","00120,1,W,N","000500,1,9,9","+0118,1","+0098,1","10221,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,,,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-006,1","11,1",,,"SYN05842182 31/93 91605 10118 20098 40221 71144 89/// 333 59006=",
