tmpf_c,dwpf_c,relh,drct,sknt,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,airport,hour,low_visibility,LATITUDE,LONGITUDE,ELEVATION,hour_of_day,day,month,wx_+SHRA,wx_+TSRA,wx_-SHRA,wx_-TSRA,"wx_-TSRA,fog","wx_-TSRA,haze",wx_BLDU,wx_Heavy DZ,wx_Heavy RA,wx_In the vicinity RA,wx_In the vicinity SH,wx_In the vicinity TS,wx_Light DZ,wx_Light RA,wx_Light TS,wx_MIFG,"wx_MIFG,fog",wx_Moderate BR,wx_Moderate DS,wx_Moderate DU,wx_Moderate DZ,wx_Moderate FG,wx_Moderate FU,wx_Moderate HZ,wx_Moderate RA,wx_Moderate TS,wx_NoWX,"wx_NoWX,fog","wx_NoWX,gusty","wx_NoWX,haze",wx_SHRA,"wx_SHRA,haze,tempo,gusty",wx_TSRA,temp_diff,turbulence
37,22,42,270,8,1006,2,18,3,1,1,1,999,999,999,999,0,7,0,19.088686,72.867919,11,7,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,15,0
38,20,35,300,10,1006,2,10,3,1,1,1,999,999,999,999,0,8,0,19.088686,72.867919,11,8,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,18,0
38,19,33,300,11,1005,2,11,3,1,1,1,999,999,999,999,0,8,0,19.088686,72.867919,11,8,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19,0
38,15,25,320,9,1005,2,9,3,1,1,1,999,999,999,999,0,9,0,19.088686,72.867919,11,9,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,23,0
38,14,24,330,13,1005,2,13,3,1,1,1,999,999,999,999,0,9,0,19.088686,72.867919,11,9,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,24,0
38,15,25,320,11,1004,2,11,3,1,1,1,999,999,999,999,0,10,0,19.088686,72.867919,11,10,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,23,0
37,15,27,330,9,1004,3,19,3,1,1,1,999,999,999,999,0,10,0,19.088686,72.867919,11,10,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,22,0
36,16,30,340,11,1004,3,11,3,1,1,1,999,999,999,999,0,11,0,19.088686,72.867919,11,11,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,20,0
36,17,32,340,10,1004,3,10,3,1,1,1,999,999,999,999,0,11,0,19.088686,72.867919,11,11,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19,0
36,17,32,300,10,1004,3,10,3,1,1,1,999,999,999,999,0,12,0,19.088686,72.867919,11,12,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19,0
35,16,32,300,7,1004,2,7,3,1,1,1,999,999,999,999,0,12,0,19.088686,72.867919,11,12,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19,0
34,16,34,290,8,1004,2,8,3,1,1,1,999,999,999,999,0,13,0,19.088686,72.867919,11,13,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,18,0
33,17,38,300,6,1005,1,6,3,1,1,1,999,999,999,999,0,13,1,19.088686,72.867919,11,13,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,16,0
33,17,38,290,3,1005,1,3,3,1,1,1,999,999,999,999,0,14,1,19.088686,72.867919,11,14,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,16,0
33,17,38,300,4,1005,1,4,3,1,1,1,999,999,999,999,0,14,1,19.088686,72.867919,11,14,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,16,0
33,19,43,145,1,1006,1,4,3,1,1,1,999,999,999,999,0,15,1,19.088686,72.867919,11,15,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14,0
32,19,46,290,7,1006,1,7,3,1,1,1,999,999,999,999,0,15,1,19.088686,72.867919,11,15,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13,0
30,22,62,290,9,1007,1,9,3,1,1,1,999,999,999,999,0,16,1,19.088686,72.867919,11,16,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8,0
30,23,66,300,7,1007,1,7,3,1,1,1,999,999,999,999,0,16,1,19.088686,72.867919,11,16,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
29,24,74,300,11,1007,1,11,3,1,1,1,999,999,999,999,0,17,1,19.088686,72.867919,11,17,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
29,22,65,320,6,1007,1,6,3,1,1,1,999,999,999,999,0,17,1,19.088686,72.867919,11,17,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
30,21,58,290,7,1006,1,7,3,1,1,1,999,999,999,999,0,18,1,19.088686,72.867919,11,18,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
30,20,55,300,4,1007,1,4,3,1,1,1,999,999,999,999,0,18,1,19.088686,72.867919,11,18,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,0
30,20,55,280,5,1006,1,5,3,1,1,1,999,999,999,999,0,19,1,19.088686,72.867919,11,19,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
30,21,58,310,5,1006,1,5,3,1,1,1,999,999,999,999,0,19,1,19.088686,72.867919,11,19,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
30,21,58,290,7,1006,1,7,3,1,1,1,999,999,999,999,0,20,1,19.088686,72.867919,11,20,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
30,20,55,300,7,1005,1,7,3,1,1,1,999,999,999,999,0,20,1,19.088686,72.867919,11,20,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
30,19,51,310,3,1005,1,3,3,1,1,1,999,999,999,999,0,21,1,19.088686,72.867919,11,21,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,0
29,20,58,290,6,1005,1,6,3,1,1,1,999,999,999,999,0,21,1,19.088686,72.867919,11,21,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
28,21,65,290,5,1005,1,5,3,1,1,1,999,999,999,999,0,22,1,19.088686,72.867919,11,22,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7,0
29,21,62,300,5,1005,1,5,3,1,1,1,999,999,999,999,0,22,1,19.088686,72.867919,11,22,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
28,21,65,310,3,1005,1,3,3,1,1,1,999,999,999,999,0,23,1,19.088686,72.867919,11,23,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
28,22,69,280,4,1006,1,4,3,1,1,1,999,999,999,999,0,23,1,19.088686,72.867919,11,23,30,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
28,22,69,290,4,1005,1,4,3,1,1,1,999,999,999,999,0,0,1,19.088686,72.867919,11,0,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
28,22,69,290,4,1005,1,4,3,1,1,1,999,999,999,999,0,0,1,19.088686,72.867919,11,0,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
28,21,65,310,3,1006,1,3,2,1,1,1,2000,999,999,999,0,1,1,19.088686,72.867919,11,1,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
29,21,62,10,4,1006,1,4,2,1,1,1,2000,999,999,999,0,1,1,19.088686,72.867919,11,1,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
29,21,62,10,4,1006,1,4,2,1,1,1,10000,999,999,999,0,2,1,19.088686,72.867919,11,2,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
29,21,62,290,3,1007,2,3,3,1,1,1,999,999,999,999,0,2,0,19.088686,72.867919,11,2,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
30,21,58,290,3,1007,2,3,3,1,1,1,999,999,999,999,0,3,0,19.088686,72.867919,11,3,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
31,21,55,270,5,1007,2,5,3,1,1,1,999,999,999,999,0,3,0,19.088686,72.867919,11,3,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
31,21,55,270,5,1007,2,5,3,1,1,1,999,999,999,999,0,4,0,19.088686,72.867919,11,4,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
32,22,55,260,8,1007,2,8,3,1,1,1,999,999,999,999,0,4,0,19.088686,72.867919,11,4,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
31,23,62,270,8,1007,2,8,3,1,1,1,999,999,999,999,0,5,0,19.088686,72.867919,11,5,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8,0
31,23,62,260,10,1007,2,10,3,1,1,1,999,999,999,999,0,5,0,19.088686,72.867919,11,5,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8,0
32,23,59,290,9,1007,2,9,3,1,1,1,999,999,999,999,0,6,0,19.088686,72.867919,11,6,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
32,23,59,260,11,1007,3,11,3,1,1,1,999,999,999,999,0,6,0,19.088686,72.867919,11,6,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
32,22,55,260,8,1006,3,18,3,1,1,1,999,999,999,999,0,7,0,19.088686,72.867919,11,7,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
32,22,55,270,11,1006,3,11,3,1,1,1,999,999,999,999,0,7,0,19.088686,72.867919,11,7,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
32,21,52,270,12,1006,3,12,3,1,1,1,999,999,999,999,0,8,0,19.088686,72.867919,11,8,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,0
32,21,52,260,11,1005,3,11,3,1,1,1,999,999,999,999,0,8,0,19.088686,72.867919,11,8,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,0
33,21,49,270,9,1005,3,9,2,1,1,1,10000,999,999,999,0,9,0,19.088686,72.867919,11,9,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12,0
32,21,52,260,11,1005,3,11,2,1,1,1,10000,999,999,999,0,9,0,19.088686,72.867919,11,9,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,0
32,20,49,270,11,1004,3,11,2,1,1,1,10000,999,999,999,0,10,0,19.088686,72.867919,11,10,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12,0
32,20,49,270,10,1004,3,10,2,1,1,1,10000,999,999,999,0,10,0,19.088686,72.867919,11,10,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12,0
32,19,46,280,12,1004,3,12,2,1,1,1,10000,999,999,999,0,11,0,19.088686,72.867919,11,11,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13,0
31,19,48,280,10,1004,2,10,2,1,1,1,10000,999,999,999,0,11,0,19.088686,72.867919,11,11,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12,0
31,19,48,270,8,1004,2,8,2,1,1,1,10000,999,999,999,0,12,0,19.088686,72.867919,11,12,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12,0
31,20,51,280,9,1004,2,9,2,1,1,1,2000,999,999,999,0,12,0,19.088686,72.867919,11,12,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,0
30,20,55,280,10,1005,2,10,2,1,1,1,2000,999,999,999,0,13,0,19.088686,72.867919,11,13,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
30,19,51,300,4,1005,2,4,2,1,1,1,2000,999,999,999,0,13,0,19.088686,72.867919,11,13,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,0
29,20,58,280,8,1005,2,8,2,1,1,1,2000,999,999,999,0,14,0,19.088686,72.867919,11,14,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
29,20,58,280,5,1005,1,5,2,1,1,1,2000,999,999,999,0,14,1,19.088686,72.867919,11,14,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
29,21,62,310,6,1006,1,6,2,1,1,1,2000,999,999,999,0,15,1,19.088686,72.867919,11,15,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
29,21,62,300,5,1006,1,5,3,1,1,1,999,999,999,999,0,15,1,19.088686,72.867919,11,15,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
29,22,65,340,3,1006,1,3,3,1,1,1,999,999,999,999,0,16,1,19.088686,72.867919,11,16,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
28,22,69,270,6,1007,1,6,3,1,1,1,999,999,999,999,0,16,1,19.088686,72.867919,11,16,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
28,22,69,270,4,1007,1,4,3,1,1,1,999,999,999,999,0,17,1,19.088686,72.867919,11,17,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
28,23,74,270,5,1007,1,5,3,1,1,1,999,999,999,999,0,17,1,19.088686,72.867919,11,17,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
28,23,74,270,4,1007,1,4,3,1,1,1,999,999,999,999,0,18,1,19.088686,72.867919,11,18,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
27,23,78,230,4,1007,1,4,3,1,1,1,999,999,999,999,0,18,1,19.088686,72.867919,11,18,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,23,78,230,5,1006,1,5,3,1,1,1,999,999,999,999,0,19,1,19.088686,72.867919,11,19,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,23,78,280,4,1006,1,4,3,1,1,1,999,999,999,999,0,19,1,19.088686,72.867919,11,19,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,23,78,210,4,1006,1,4,3,1,1,1,999,999,999,999,0,20,1,19.088686,72.867919,11,20,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,23,78,230,4,1005,1,4,3,1,1,1,999,999,999,999,0,20,1,19.088686,72.867919,11,20,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,23,78,220,3,1005,1,3,3,1,1,1,999,999,999,999,0,21,1,19.088686,72.867919,11,21,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,23,78,210,3,1005,1,3,3,1,1,1,999,999,999,999,0,21,1,19.088686,72.867919,11,21,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,23,78,0,0,1005,1,3,2,1,1,1,2000,999,999,999,0,22,1,19.088686,72.867919,11,22,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,23,78,0,0,1005,1,3,2,1,1,1,2000,999,999,999,0,22,1,19.088686,72.867919,11,22,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,22,74,0,0,1005,1,3,2,1,1,1,2000,999,999,999,0,23,1,19.088686,72.867919,11,23,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
27,23,78,0,0,1006,1,3,2,1,1,1,2000,999,999,999,0,23,1,19.088686,72.867919,11,23,1,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
27,22,74,200,3,1006,1,3,2,1,1,1,2000,999,999,999,0,0,1,19.088686,72.867919,11,0,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
27,22,74,220,3,1006,1,3,4,1,1,1,2000,999,999,999,0,0,1,19.088686,72.867919,11,0,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
27,22,74,230,3,1006,1,3,4,1,1,1,2000,999,999,999,0,1,1,19.088686,72.867919,11,1,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
27,22,74,115,0,1007,1,3,4,1,1,1,2000,999,999,999,0,1,1,19.088686,72.867919,11,1,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
28,22,69,0,0,1007,1,3,2,4,1,1,2000,2500,999,999,0,2,1,19.088686,72.867919,11,2,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
28,22,69,0,0,1007,1,3,2,4,1,1,2000,2500,999,999,0,2,1,19.088686,72.867919,11,2,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
28,22,69,0,0,1008,1,3,2,4,1,1,2000,2500,999,999,0,3,1,19.088686,72.867919,11,3,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
29,22,65,0,0,1008,1,3,2,4,1,1,2000,2500,999,999,0,3,1,19.088686,72.867919,11,3,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
30,22,62,200,4,1008,2,4,2,4,1,1,2000,2500,999,999,0,4,0,19.088686,72.867919,11,4,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
30,22,62,200,3,1008,2,3,2,4,1,1,2000,2500,999,999,0,4,0,19.088686,72.867919,11,4,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
31,22,58,260,5,1008,2,5,2,4,1,1,2000,2500,999,999,0,5,0,19.088686,72.867919,11,5,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
31,22,58,240,7,1008,2,7,2,1,1,1,2000,999,999,999,0,5,0,19.088686,72.867919,11,5,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
31,23,62,230,11,1007,2,11,2,1,1,1,2000,999,999,999,0,6,0,19.088686,72.867919,11,6,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
31,22,58,260,9,1007,2,9,2,1,1,1,2000,999,999,999,0,6,0,19.088686,72.867919,11,6,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
31,22,58,260,11,1007,2,11,2,1,1,1,2000,999,999,999,0,7,0,19.088686,72.867919,11,7,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
31,22,58,240,6,1006,2,6,2,1,1,1,2000,999,999,999,0,7,0,19.088686,72.867919,11,7,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
31,22,58,240,8,1006,2,8,2,1,1,1,2000,999,999,999,0,8,0,19.088686,72.867919,11,8,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,0
31,21,55,220,8,1006,2,8,2,1,1,1,2000,999,999,999,0,8,0,19.088686,72.867919,11,8,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
32,20,49,230,9,1005,2,9,3,1,1,1,999,999,999,999,0,9,0,19.088686,72.867919,11,9,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12,0
31,20,51,230,9,1005,2,9,3,1,1,1,999,999,999,999,0,9,0,19.088686,72.867919,11,9,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,0
31,20,51,260,11,1005,2,11,3,1,1,1,999,999,999,999,0,10,0,19.088686,72.867919,11,10,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,0
32,20,49,270,12,1005,2,12,3,1,1,1,999,999,999,999,0,10,0,19.088686,72.867919,11,10,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12,0
32,21,52,270,9,1005,2,19,3,1,1,1,999,999,999,999,0,11,0,19.088686,72.867919,11,11,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11,0
31,21,55,260,12,1005,2,12,3,1,1,1,999,999,999,999,0,11,0,19.088686,72.867919,11,11,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
31,21,55,250,11,1005,2,11,3,1,1,1,999,999,999,999,0,12,0,19.088686,72.867919,11,12,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10,0
