tmpf_c,dwpf_c,relh,drct,sknt,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,airport,hour,low_visibility,LATITUDE,LONGITUDE,ELEVATION,hour_of_day,day,month,wx_+SHRA,wx_+TSRA,wx_-SHRA,wx_-TSRA,"wx_-TSRA,fog","wx_-TSRA,haze",wx_BLDU,wx_Heavy DZ,wx_Heavy RA,wx_In the vicinity RA,wx_In the vicinity SH,wx_In the vicinity TS,wx_Light DZ,wx_Light RA,wx_Light TS,wx_MIFG,"wx_MIFG,fog",wx_Moderate BR,wx_Moderate DS,wx_Moderate DU,wx_Moderate DZ,wx_Moderate FG,wx_Moderate FU,wx_Moderate HZ,wx_Moderate RA,wx_Moderate TS,wx_NoWX,"wx_NoWX,fog","wx_NoWX,gusty","wx_NoWX,haze",wx_SHRA,"wx_SHRA,haze,tempo,gusty",wx_TSRA,temp_diff,turbulence
28,18,54,350,5,1012,3,5,4,1,1,1,1500,999,999,999,2,12,0,17.2333333,78.4166666,617,12,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,0
27,18,57,350,5,1012,3,5,4,1,1,1,1500,999,999,999,2,13,0,17.2333333,78.4166666,617,13,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
27,18,57,350,5,1013,3,5,4,1,1,1,1500,999,999,999,2,13,0,17.2333333,78.4166666,617,13,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
27,18,57,350,5,1013,3,5,4,1,1,1,1500,999,999,999,2,14,0,17.2333333,78.4166666,617,14,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
26,18,61,350,5,1014,3,5,4,1,1,1,1500,999,999,999,2,14,0,17.2333333,78.4166666,617,14,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
27,18,57,350,5,1014,3,5,4,1,1,1,1500,999,999,999,2,15,0,17.2333333,78.4166666,617,15,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
26,18,61,340,5,1014,3,5,4,1,1,1,1500,999,999,999,2,15,0,17.2333333,78.4166666,617,15,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
25,18,65,320,5,1014,3,5,4,1,1,1,1500,999,999,999,2,16,0,17.2333333,78.4166666,617,16,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
25,18,65,320,5,1013,3,5,2,1,1,1,1500,999,999,999,2,17,0,17.2333333,78.4166666,617,17,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
25,18,65,350,5,1013,3,5,2,1,1,1,1500,999,999,999,2,17,0,17.2333333,78.4166666,617,17,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
24,18,69,350,5,1013,3,5,2,1,1,1,1500,999,999,999,2,18,0,17.2333333,78.4166666,617,18,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
23,18,73,350,5,1013,3,5,2,1,1,1,1500,999,999,999,2,18,0,17.2333333,78.4166666,617,18,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
23,17,68,260,5,1012,3,5,2,1,1,1,1500,999,999,999,2,19,0,17.2333333,78.4166666,617,19,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
22,17,73,260,5,1012,3,5,2,1,1,1,1500,999,999,999,2,19,0,17.2333333,78.4166666,617,19,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
21,16,73,270,5,1012,3,5,2,1,1,1,1500,999,999,999,2,20,0,17.2333333,78.4166666,617,20,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
20,16,77,270,5,1012,3,5,2,1,1,1,1500,999,999,999,2,20,0,17.2333333,78.4166666,617,20,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
20,17,82,270,5,1011,3,5,2,1,1,1,1500,999,999,999,2,21,0,17.2333333,78.4166666,617,21,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,0
20,16,77,280,5,1011,3,5,2,1,1,1,1500,999,999,999,2,21,0,17.2333333,78.4166666,617,21,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0
19,16,82,290,5,1011,3,5,2,1,1,1,1500,999,999,999,2,22,0,17.2333333,78.4166666,617,22,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0
19,16,82,290,7,1011,3,7,2,1,1,1,1500,999,999,999,2,22,0,17.2333333,78.4166666,617,22,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0
19,17,88,290,6,1011,3,6,2,1,1,1,1500,999,999,999,2,23,0,17.2333333,78.4166666,617,23,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0
19,17,88,290,6,1012,3,6,2,1,1,1,1500,999,999,999,2,23,0,17.2333333,78.4166666,617,23,26,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0
19,17,88,280,6,1012,3,6,4,1,1,1,1500,999,999,999,2,0,0,17.2333333,78.4166666,617,0,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0
19,17,88,280,7,1012,3,7,2,1,1,1,1500,999,999,999,2,0,0,17.2333333,78.4166666,617,0,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0
19,16,82,280,6,1013,3,6,2,1,1,1,1500,999,999,999,2,1,0,17.2333333,78.4166666,617,1,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0
21,18,82,290,6,1013,3,6,4,1,1,1,1500,999,999,999,2,1,0,17.2333333,78.4166666,617,1,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0
22,18,78,290,6,1014,3,6,4,1,1,1,1500,999,999,999,2,2,0,17.2333333,78.4166666,617,2,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
23,19,78,290,6,1014,3,6,2,1,1,1,1000,999,999,999,2,2,0,17.2333333,78.4166666,617,2,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
24,19,73,290,6,1014,3,6,2,1,1,1,1000,999,999,999,2,3,0,17.2333333,78.4166666,617,3,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
26,19,65,310,7,1014,3,7,2,1,1,1,1000,999,999,999,2,3,0,17.2333333,78.4166666,617,3,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
27,20,65,300,7,1015,3,7,3,1,1,1,999,999,999,999,2,4,0,17.2333333,78.4166666,617,4,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7,0
28,19,58,330,7,1014,3,7,3,1,1,1,999,999,999,999,2,4,0,17.2333333,78.4166666,617,4,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,9,0
29,19,54,300,7,1014,3,7,3,1,1,1,999,999,999,999,2,5,0,17.2333333,78.4166666,617,5,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10,0
29,19,54,290,8,1014,3,8,2,1,1,1,1500,999,999,999,2,5,0,17.2333333,78.4166666,617,5,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10,0
30,19,51,330,7,1013,3,7,2,1,1,1,1500,999,999,999,2,6,0,17.2333333,78.4166666,617,6,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11,0
30,18,48,290,6,1012,3,6,4,1,1,1,1500,999,999,999,2,6,0,17.2333333,78.4166666,617,6,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12,0
31,18,45,310,5,1012,3,5,4,1,1,1,1500,999,999,999,2,7,0,17.2333333,78.4166666,617,7,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13,0
31,18,45,330,8,1011,3,8,4,1,1,1,1500,999,999,999,2,7,0,17.2333333,78.4166666,617,7,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13,0
30,17,45,340,8,1011,3,8,4,1,1,1,1500,999,999,999,2,8,0,17.2333333,78.4166666,617,8,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13,0
30,18,48,320,4,1010,3,4,4,1,1,1,1500,999,999,999,2,8,0,17.2333333,78.4166666,617,8,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12,0
31,17,43,310,6,1009,3,6,4,1,1,1,1500,999,999,999,2,9,0,17.2333333,78.4166666,617,9,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14,0
30,17,45,280,6,1009,3,6,4,1,1,1,1500,999,999,999,2,9,0,17.2333333,78.4166666,617,9,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13,0
31,18,45,290,7,1009,3,7,4,1,1,1,1500,999,999,999,2,10,0,17.2333333,78.4166666,617,10,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,13,0
30,17,45,310,8,1009,3,8,4,1,1,1,1500,999,999,999,2,10,0,17.2333333,78.4166666,617,10,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,13,0
30,17,45,310,9,1009,3,9,4,1,1,1,1500,999,999,999,2,11,0,17.2333333,78.4166666,617,11,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,13,0
29,17,48,300,10,1010,3,10,2,1,1,1,1500,999,999,999,2,11,0,17.2333333,78.4166666,617,11,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0
29,17,48,320,8,1010,3,8,2,1,1,1,1500,999,999,999,2,12,0,17.2333333,78.4166666,617,12,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0
28,17,51,320,8,1010,3,8,2,1,1,1,1500,999,999,999,2,12,0,17.2333333,78.4166666,617,12,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,0
27,18,57,310,6,1011,3,6,2,1,1,1,1500,999,999,999,2,13,0,17.2333333,78.4166666,617,13,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
27,18,57,310,6,1011,3,6,2,1,1,1,1500,999,999,999,2,13,0,17.2333333,78.4166666,617,13,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
27,19,61,320,5,1012,3,5,2,1,1,1,1500,999,999,999,2,14,0,17.2333333,78.4166666,617,14,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
27,18,57,330,5,1012,3,5,2,1,1,1,1500,999,999,999,2,14,0,17.2333333,78.4166666,617,14,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
26,18,61,330,5,1012,3,5,2,1,1,1,1500,999,999,999,2,15,0,17.2333333,78.4166666,617,15,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
23,18,73,230,3,1012,3,3,4,1,1,1,1500,999,999,999,2,15,0,17.2333333,78.4166666,617,15,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
23,18,73,230,3,1012,3,3,4,1,1,1,1500,999,999,999,2,16,0,17.2333333,78.4166666,617,16,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
23,18,73,230,3,1012,3,3,4,1,1,1,1500,999,999,999,2,16,0,17.2333333,78.4166666,617,16,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
23,18,73,90,5,1012,3,5,4,1,1,1,1500,999,999,999,2,17,0,17.2333333,78.4166666,617,17,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
23,18,73,90,5,1011,3,5,4,1,1,1,1500,999,999,999,2,18,0,17.2333333,78.4166666,617,18,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
23,18,73,90,5,1011,3,5,4,1,1,1,1500,999,999,999,2,18,0,17.2333333,78.4166666,617,18,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
23,18,73,230,4,1011,3,4,4,1,1,1,1500,999,999,999,2,19,0,17.2333333,78.4166666,617,19,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
22,18,78,230,4,1010,3,4,4,1,1,1,1500,999,999,999,2,19,0,17.2333333,78.4166666,617,19,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
22,17,73,230,3,1010,3,3,4,1,1,1,1500,999,999,999,2,20,0,17.2333333,78.4166666,617,20,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
21,16,73,290,4,1010,3,4,4,1,1,1,1500,999,999,999,2,20,0,17.2333333,78.4166666,617,20,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
21,17,77,230,3,1010,3,3,4,1,1,1,1500,999,999,999,2,21,0,17.2333333,78.4166666,617,21,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
21,17,77,0,0,1010,3,0,4,1,1,1,1500,999,999,999,2,21,0,17.2333333,78.4166666,617,21,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
21,17,77,0,0,1010,3,0,4,1,1,1,1500,999,999,999,2,22,0,17.2333333,78.4166666,617,22,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
20,16,77,0,0,1010,3,0,4,1,1,1,1500,999,999,999,2,22,0,17.2333333,78.4166666,617,22,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
20,17,82,230,2,1010,3,2,4,1,1,1,1500,999,999,999,2,23,0,17.2333333,78.4166666,617,23,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,0
21,17,77,230,2,1010,2,2,4,1,1,1,1500,999,999,999,2,23,0,17.2333333,78.4166666,617,23,27,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0
21,16,73,0,0,1011,2,0,4,1,1,1,1500,999,999,999,2,0,0,17.2333333,78.4166666,617,0,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0
21,16,73,0,0,1011,2,0,4,1,1,1,1500,999,999,999,2,0,0,17.2333333,78.4166666,617,0,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0
21,17,77,230,2,1011,1,2,4,1,1,1,1500,999,999,999,2,1,1,17.2333333,78.4166666,617,1,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0
22,18,78,0,0,1012,1,0,2,1,1,1,1500,999,999,999,2,1,1,17.2333333,78.4166666,617,1,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0
23,19,78,230,2,1012,1,2,2,1,1,1,1500,999,999,999,2,2,1,17.2333333,78.4166666,617,2,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0
25,21,78,230,2,1013,1,2,2,1,1,1,1500,999,999,999,2,2,1,17.2333333,78.4166666,617,2,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,0
27,21,69,230,2,1013,1,2,3,1,1,1,999,999,999,999,2,3,1,17.2333333,78.4166666,617,3,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,0
28,21,65,80,5,1013,3,5,3,1,1,1,999,999,999,999,2,3,0,17.2333333,78.4166666,617,3,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
28,20,61,90,6,1013,3,6,3,1,1,1,999,999,999,999,2,4,0,17.2333333,78.4166666,617,4,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
29,21,62,80,6,1013,3,6,3,1,1,1,999,999,999,999,2,4,0,17.2333333,78.4166666,617,4,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
30,21,58,230,3,1013,3,3,2,1,1,1,1500,999,999,999,2,5,0,17.2333333,78.4166666,617,5,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
30,20,55,230,3,1013,3,3,4,1,1,1,1500,999,999,999,2,5,0,17.2333333,78.4166666,617,5,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,0
31,20,51,230,3,1011,3,3,4,4,1,1,1500,2500,999,999,2,6,0,17.2333333,78.4166666,617,6,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,0
31,19,48,230,3,1011,3,3,4,4,1,1,1500,2500,999,999,2,7,0,17.2333333,78.4166666,617,7,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0
31,19,48,100,6,1010,3,6,4,4,1,1,1500,2500,999,999,2,7,0,17.2333333,78.4166666,617,7,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0
32,19,46,230,4,1010,3,4,4,4,1,1,1500,2500,999,999,2,8,0,17.2333333,78.4166666,617,8,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,13,0
32,19,46,230,4,1009,3,4,4,4,1,1,1500,2500,999,999,2,8,0,17.2333333,78.4166666,617,8,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,13,0
31,19,48,230,4,1009,3,4,4,4,1,1,1500,2500,999,999,2,9,0,17.2333333,78.4166666,617,9,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0
32,20,49,230,4,1009,3,4,4,4,1,1,1500,2500,999,999,2,9,0,17.2333333,78.4166666,617,9,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12,0
30,19,51,230,4,1009,3,4,4,4,1,1,1500,2500,999,999,2,10,0,17.2333333,78.4166666,617,10,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11,0
30,20,55,230,4,1009,3,4,4,4,1,1,1500,2500,999,999,2,11,0,17.2333333,78.4166666,617,11,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,0
29,20,58,230,4,1010,3,4,4,4,1,1,1500,2500,999,999,2,11,0,17.2333333,78.4166666,617,11,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9,0
28,20,61,230,4,1010,3,4,4,4,1,1,1500,2500,999,999,2,12,0,17.2333333,78.4166666,617,12,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8,0
27,20,65,230,2,1010,3,2,2,4,1,1,1500,10000,999,999,2,12,0,17.2333333,78.4166666,617,12,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
27,20,65,230,2,1011,3,2,2,4,1,1,1500,10000,999,999,2,13,0,17.2333333,78.4166666,617,13,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7,0
26,20,69,230,2,1011,3,2,2,4,1,1,1500,10000,999,999,2,13,0,17.2333333,78.4166666,617,13,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
26,20,69,230,2,1011,3,2,2,4,1,1,1500,10000,999,999,2,14,0,17.2333333,78.4166666,617,14,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6,0
25,20,73,230,2,1012,3,2,2,4,1,1,1500,10000,999,999,2,14,0,17.2333333,78.4166666,617,14,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
25,20,73,230,2,1012,3,2,2,4,1,1,1500,10000,999,999,2,15,0,17.2333333,78.4166666,617,15,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
25,20,73,230,4,1013,3,4,2,4,1,1,1500,10000,999,999,2,15,0,17.2333333,78.4166666,617,15,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
25,20,73,230,4,1013,3,4,2,4,1,1,1500,10000,999,999,2,16,0,17.2333333,78.4166666,617,16,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5,0
24,20,78,230,4,1012,3,4,2,4,1,1,1500,10000,999,999,2,16,0,17.2333333,78.4166666,617,16,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,0
23,20,83,230,4,1012,3,4,2,4,1,1,1500,10000,999,999,2,17,0,17.2333333,78.4166666,617,17,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,0
23,20,83,230,4,1012,3,4,2,4,1,1,1500,10000,999,999,2,17,0,17.2333333,78.4166666,617,17,28,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,0
