valid,tmpf,dwpf,relh,drct,sknt,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,airport,hour,low_visibility,valid_hour
2024-01-01 00:00:00,60.8,57.2,87.92,-1.0,3.0,1018.0,1.55,3.0,FEW,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,0,True,2024-01-01 00:00:00
2024-01-01 00:30:00,60.8,57.2,87.92,-1.0,3.0,1018.0,1.24,3.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,0,True,2024-01-01 00:00:00
2024-01-01 01:00:00,60.8,57.2,87.92,-1.0,3.0,1018.0,0.93,3.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,1,True,2024-01-01 01:00:00
2024-01-01 01:30:00,60.8,57.2,87.92,-1.0,3.0,1019.0,0.93,3.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR BR,VOHS,1,True,2024-01-01 01:00:00
2024-01-01 02:00:00,60.8,59.0,93.79,-1.0,3.0,1019.0,0.93,3.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,2,True,2024-01-01 02:00:00
2024-01-01 02:30:00,62.6,60.8,93.83,-1.0,4.0,1019.0,0.93,4.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,2,True,2024-01-01 02:00:00
2024-01-01 03:00:00,64.4,62.6,93.88,-1.0,4.0,1020.0,0.93,4.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,3,True,2024-01-01 03:00:00
2024-01-01 03:30:00,68.0,64.4,88.26,130.0,7.0,1020.0,1.24,7.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,3,True,2024-01-01 03:00:00
2024-01-01 04:00:00,71.6,68.0,88.43,120.0,8.0,1020.0,1.86,8.0,BKN,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,4,True,2024-01-01 04:00:00
2024-01-01 04:30:00,73.4,66.2,78.19,120.0,8.0,1020.0,1.86,8.0,BKN,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,4,True,2024-01-01 04:00:00
2024-01-01 05:00:00,73.4,64.4,73.44,120.0,7.0,1020.0,1.86,7.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,5,True,2024-01-01 05:00:00
2024-01-01 05:30:00,77.0,62.6,61.13,90.0,6.0,1020.0,2.49,6.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,5,False,2024-01-01 05:00:00
2024-01-01 06:00:00,78.8,60.8,54.05,100.0,5.0,1019.0,2.49,5.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,6,False,2024-01-01 06:00:00
2024-01-01 06:30:00,80.6,59.0,47.79,110.0,6.0,1019.0,3.11,6.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,6,False,2024-01-01 06:00:00
2024-01-01 07:00:00,80.6,59.0,47.79,80.0,5.0,1018.0,3.11,5.0,SCT,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,7,False,2024-01-01 07:00:00
2024-01-01 07:30:00,80.6,57.2,44.8,110.0,4.0,1017.0,3.11,4.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,7,False,2024-01-01 07:00:00
2024-01-01 08:00:00,80.6,57.2,44.8,100.0,6.0,1017.0,3.11,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,8,False,2024-01-01 08:00:00
2024-01-01 08:30:00,82.4,59.0,45.07,80.0,5.0,1016.0,3.11,5.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,8,False,2024-01-01 08:00:00
2024-01-01 09:00:00,82.4,57.2,42.25,90.0,5.0,1016.0,3.11,5.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,9,False,2024-01-01 09:00:00
2024-01-01 09:30:00,82.4,57.2,42.25,90.0,6.0,1016.0,3.11,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,9,False,2024-01-01 09:00:00
2024-01-01 10:00:00,82.4,57.2,42.25,80.0,6.0,1015.0,3.11,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,10,False,2024-01-01 10:00:00
2024-01-01 10:30:00,82.4,55.4,39.58,100.0,6.0,1015.0,3.11,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,10,False,2024-01-01 10:00:00
2024-01-01 11:00:00,80.6,57.2,44.8,90.0,6.0,1015.0,3.11,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,11,False,2024-01-01 11:00:00
2024-01-01 11:30:00,78.8,57.2,47.52,80.0,7.0,1016.0,3.11,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,11,False,2024-01-01 11:00:00
2024-01-01 12:00:00,77.0,57.2,50.43,80.0,9.0,1016.0,3.11,9.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,12,False,2024-01-01 12:00:00
2024-01-01 12:30:00,75.2,59.0,57.12,80.0,8.0,1016.0,3.11,8.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,12,False,2024-01-01 12:00:00
2024-01-01 13:00:00,75.2,59.0,57.12,90.0,7.0,1017.0,3.11,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,13,False,2024-01-01 13:00:00
2024-01-01 13:30:00,73.4,60.8,64.69,100.0,6.0,1017.0,3.11,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,13,False,2024-01-01 13:00:00
2024-01-01 14:00:00,71.6,60.8,68.75,100.0,7.0,1018.0,3.11,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,14,False,2024-01-01 14:00:00
2024-01-01 14:30:00,71.6,60.8,68.75,110.0,5.0,1018.0,3.11,5.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,14,False,2024-01-01 14:00:00
2024-01-01 15:00:00,71.6,60.8,68.75,110.0,7.0,1018.0,3.11,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,15,False,2024-01-01 15:00:00
2024-01-01 15:30:00,69.8,60.8,73.09,120.0,7.0,1018.0,3.11,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,15,False,2024-01-01 15:00:00
2024-01-01 16:00:00,69.8,60.8,73.09,130.0,7.0,1018.0,3.11,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,16,False,2024-01-01 16:00:00
2024-01-01 16:30:00,68.0,60.8,77.75,120.0,7.0,1019.0,3.11,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,16,False,2024-01-01 16:00:00
2024-01-01 17:00:00,66.2,60.8,82.74,120.0,7.0,1018.0,3.11,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,17,False,2024-01-01 17:00:00
2024-01-01 17:30:00,66.2,60.8,82.74,110.0,7.0,1018.0,2.49,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,17,False,2024-01-01 17:00:00
2024-01-01 18:00:00,66.2,60.8,82.74,120.0,7.0,1018.0,2.49,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,18,False,2024-01-01 18:00:00
2024-01-01 18:30:00,64.4,60.8,88.09,120.0,7.0,1017.0,2.49,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,18,False,2024-01-01 18:00:00
2024-01-01 19:00:00,64.4,60.8,88.09,120.0,7.0,1017.0,2.49,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,19,False,2024-01-01 19:00:00
2024-01-01 19:30:00,64.4,60.8,88.09,120.0,7.0,1017.0,2.49,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,19,False,2024-01-01 19:00:00
2024-01-01 20:00:00,62.6,60.8,93.83,130.0,7.0,1017.0,2.49,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,20,False,2024-01-01 20:00:00
2024-01-01 20:30:00,62.6,60.8,93.83,140.0,7.0,1017.0,1.86,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,20,True,2024-01-01 20:00:00
2024-01-01 21:00:00,62.6,60.8,93.83,140.0,7.0,1016.0,1.86,7.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,21,True,2024-01-01 21:00:00
2024-01-01 21:30:00,60.8,59.0,93.79,110.0,4.0,1016.0,1.55,4.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,21,True,2024-01-01 21:00:00
2024-01-01 22:00:00,60.8,59.0,93.79,120.0,4.0,1016.0,1.24,4.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,22,True,2024-01-01 22:00:00
2024-01-01 22:30:00,59.0,57.2,93.74,-1.0,3.0,1016.0,1.24,3.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,22,True,2024-01-01 22:00:00
2024-01-01 23:00:00,59.0,57.2,93.74,100.0,4.0,1016.0,0.93,4.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,23,True,2024-01-01 23:00:00
2024-01-01 23:30:00,59.0,57.2,93.74,120.0,4.0,1016.0,0.62,4.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,23,True,2024-01-01 23:00:00
2024-01-02 00:00:00,60.8,57.2,87.92,120.0,4.0,1017.0,0.4,4.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,MIFG,VOHS,0,True,2024-01-02 00:00:00
2024-01-02 00:30:00,59.0,57.2,93.74,140.0,4.0,1017.0,0.19,4.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,MIFG,VOHS,0,True,2024-01-02 00:00:00
2024-01-02 01:00:00,59.0,57.2,93.74,140.0,7.0,1017.0,0.25,7.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,MIFG,VOHS,1,True,2024-01-02 01:00:00
2024-01-02 01:30:00,60.8,57.2,87.92,140.0,7.0,1017.0,0.37,7.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,MIFG,VOHS,1,True,2024-01-02 01:00:00
2024-01-02 02:00:00,62.6,57.2,82.5,140.0,7.0,1018.0,0.12,7.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,MIFG,VOHS,2,True,2024-01-02 02:00:00
2024-01-02 02:30:00,62.6,60.8,93.83,140.0,7.0,1018.0,0.19,7.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,MIFG,VOHS,2,True,2024-01-02 02:00:00
2024-01-02 03:00:00,64.4,62.6,93.88,130.0,5.0,1019.0,0.93,5.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,3,True,2024-01-02 03:00:00
2024-01-02 03:30:00,66.2,62.6,88.18,130.0,8.0,1019.0,1.24,8.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,3,True,2024-01-02 03:00:00
2024-01-02 04:00:00,69.8,66.2,88.34,130.0,10.0,1019.0,1.55,10.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,4,True,2024-01-02 04:00:00
2024-01-02 04:30:00,71.6,68.0,88.43,100.0,8.0,1019.0,1.86,8.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,4,True,2024-01-02 04:00:00
2024-01-02 05:00:00,73.4,68.0,83.21,90.0,10.0,1019.0,1.86,10.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,5,True,2024-01-02 05:00:00
2024-01-02 05:30:00,73.4,66.2,78.19,90.0,8.0,1019.0,1.86,8.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,5,True,2024-01-02 05:00:00
2024-01-02 06:00:00,75.2,66.2,73.61,90.0,8.0,1018.0,1.86,8.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,6,True,2024-01-02 06:00:00
2024-01-02 06:30:00,77.0,66.2,69.33,90.0,7.0,1017.0,1.86,7.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,6,True,2024-01-02 06:00:00
2024-01-02 07:00:00,77.0,64.4,65.12,90.0,7.0,1017.0,1.86,7.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,HZ,VOHS,7,True,2024-01-02 07:00:00
2024-01-02 07:30:00,78.8,64.4,61.36,100.0,8.0,1016.0,2.49,8.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,7,False,2024-01-02 07:00:00
2024-01-02 08:00:00,78.8,62.6,57.6,100.0,8.0,1016.0,2.49,8.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,8,False,2024-01-02 08:00:00
2024-01-02 08:30:00,78.8,62.6,57.6,100.0,8.0,1015.0,2.49,8.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,8,False,2024-01-02 08:00:00
2024-01-02 09:00:00,80.6,60.8,50.95,110.0,10.0,1015.0,2.49,10.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,9,False,2024-01-02 09:00:00
2024-01-02 09:30:00,80.6,60.8,50.95,100.0,8.0,1014.0,2.49,8.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,9,False,2024-01-02 09:00:00
2024-01-02 10:00:00,80.6,59.0,47.79,110.0,9.0,1014.0,2.49,9.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,10,False,2024-01-02 10:00:00
2024-01-02 10:30:00,80.6,59.0,47.79,100.0,8.0,1014.0,2.49,8.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,10,False,2024-01-02 10:00:00
2024-01-02 11:00:00,78.8,59.0,50.69,100.0,10.0,1014.0,2.49,10.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,11,False,2024-01-02 11:00:00
2024-01-02 11:30:00,78.8,59.0,50.69,100.0,10.0,1015.0,2.49,10.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,11,False,2024-01-02 11:00:00
2024-01-02 12:00:00,77.0,57.2,50.43,100.0,8.0,1015.0,2.49,8.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,12,False,2024-01-02 12:00:00
2024-01-02 12:30:00,73.4,57.2,56.88,100.0,8.0,1016.0,2.49,8.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,12,False,2024-01-02 12:00:00
2024-01-02 13:00:00,73.4,59.0,60.67,100.0,8.0,1016.0,2.49,8.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,13,False,2024-01-02 13:00:00
2024-01-02 13:30:00,71.6,59.0,64.48,100.0,7.0,1017.0,2.49,7.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,13,False,2024-01-02 13:00:00
2024-01-02 14:00:00,69.8,59.0,68.55,100.0,7.0,1017.0,2.49,7.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,14,False,2024-01-02 14:00:00
2024-01-02 14:30:00,69.8,62.6,77.9,100.0,8.0,1017.0,2.49,8.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,14,False,2024-01-02 14:00:00
2024-01-02 15:00:00,68.0,59.0,72.92,100.0,8.0,1018.0,2.49,8.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,15,False,2024-01-02 15:00:00
2024-01-02 15:30:00,68.0,59.0,72.92,100.0,8.0,1018.0,2.49,8.0,SCT,SCT,CLR,CLR,1000.0,10000.0,0.0,0.0,HZ,VOHS,15,False,2024-01-02 15:00:00
2024-01-02 16:00:00,68.0,59.0,72.92,100.0,6.0,1018.0,2.49,6.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,16,False,2024-01-02 16:00:00
2024-01-02 16:30:00,66.2,59.0,77.6,100.0,6.0,1018.0,2.49,6.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,16,False,2024-01-02 16:00:00
2024-01-02 17:00:00,66.2,59.0,77.6,100.0,6.0,1018.0,1.86,6.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,17,True,2024-01-02 17:00:00
2024-01-02 17:30:00,66.2,59.0,77.6,120.0,6.0,1018.0,1.86,6.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,17,True,2024-01-02 17:00:00
2024-01-02 18:00:00,66.2,59.0,77.6,110.0,7.0,1017.0,1.86,7.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,18,True,2024-01-02 18:00:00
2024-01-02 18:30:00,66.2,59.0,77.6,110.0,9.0,1017.0,1.86,9.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,18,True,2024-01-02 18:00:00
2024-01-02 19:00:00,66.2,59.0,77.6,120.0,9.0,1017.0,1.86,9.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,19,True,2024-01-02 19:00:00
2024-01-02 19:30:00,64.4,59.0,82.62,110.0,10.0,1017.0,1.86,10.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,19,True,2024-01-02 19:00:00
2024-01-02 20:00:00,64.4,59.0,82.62,120.0,11.0,1017.0,1.55,11.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,20,True,2024-01-02 20:00:00
2024-01-02 20:30:00,64.4,59.0,82.62,120.0,9.0,1016.0,1.55,9.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,20,True,2024-01-02 20:00:00
2024-01-02 21:00:00,64.4,59.0,82.62,120.0,10.0,1016.0,1.55,10.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,21,True,2024-01-02 21:00:00
2024-01-02 21:30:00,64.4,59.0,82.62,120.0,8.0,1016.0,1.55,8.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,21,True,2024-01-02 21:00:00
2024-01-02 22:00:00,64.4,59.0,82.62,120.0,8.0,1016.0,1.55,8.0,SCT,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,BR,VOHS,22,True,2024-01-02 22:00:00
2024-01-02 22:30:00,64.4,60.8,88.09,120.0,8.0,1016.0,1.24,8.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,22,True,2024-01-02 22:00:00
2024-01-02 23:00:00,64.4,60.8,88.09,120.0,6.0,1016.0,1.24,6.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,23,True,2024-01-02 23:00:00
2024-01-02 23:30:00,64.4,60.8,88.09,120.0,7.0,1016.0,1.12,7.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,23,True,2024-01-02 23:00:00
2024-01-03 00:00:00,62.6,60.8,93.83,120.0,6.0,1016.0,1.12,6.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,0,True,2024-01-03 00:00:00
2024-01-03 00:30:00,62.6,60.8,93.83,120.0,6.0,1017.0,1.12,6.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,0,True,2024-01-03 00:00:00
2024-01-03 01:00:00,62.6,60.8,93.83,130.0,6.0,1017.0,0.93,6.0,BKN,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,1,True,2024-01-03 01:00:00
2024-01-03 01:30:00,62.6,60.8,93.83,130.0,6.0,1017.0,0.62,6.0,BKN,CLR,CLR,CLR,600.0,0.0,0.0,0.0,MIFG,VOHS,1,True,2024-01-03 01:00:00
2024-01-03 02:00:00,62.6,60.8,93.83,120.0,8.0,1018.0,0.56,8.0,BKN,CLR,CLR,CLR,600.0,0.0,0.0,0.0,MIFG,VOHS,2,True,2024-01-03 02:00:00
2024-01-03 02:30:00,64.4,60.8,88.09,120.0,10.0,1018.0,0.68,10.0,BKN,CLR,CLR,CLR,600.0,0.0,0.0,0.0,MIFG,VOHS,2,True,2024-01-03 02:00:00
2024-01-03 03:00:00,66.2,62.6,88.18,120.0,10.0,1019.0,1.06,10.0,BKN,CLR,CLR,CLR,600.0,0.0,0.0,0.0,BR,VOHS,3,True,2024-01-03 03:00:00
2024-01-03 03:30:00,68.0,64.4,88.26,140.0,8.0,1019.0,1.24,8.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,3,True,2024-01-03 03:00:00
2024-01-03 04:00:00,71.6,68.0,88.43,130.0,7.0,1019.0,1.86,7.0,SCT,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,4,True,2024-01-03 04:00:00
2024-01-03 04:30:00,73.4,68.0,83.21,130.0,8.0,1019.0,1.86,8.0,FEW,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,4,True,2024-01-03 04:00:00
2024-01-03 05:00:00,75.2,64.4,69.14,150.0,8.0,1019.0,2.49,8.0,FEW,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,5,False,2024-01-03 05:00:00
2024-01-03 05:30:00,75.2,64.4,69.14,130.0,8.0,1018.0,2.49,8.0,FEW,CLR,CLR,CLR,800.0,0.0,0.0,0.0,BR,VOHS,5,False,2024-01-03 05:00:00
2024-01-03 06:00:00,75.2,64.4,69.14,130.0,7.0,1018.0,2.49,7.0,FEW,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,6,False,2024-01-03 06:00:00
2024-01-03 06:30:00,77.0,64.4,65.12,130.0,6.0,1017.0,2.49,6.0,FEW,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,6,False,2024-01-03 06:00:00
2024-01-03 07:00:00,78.8,62.6,57.6,160.0,6.0,1017.0,2.49,6.0,FEW,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,7,False,2024-01-03 07:00:00
2024-01-03 07:30:00,78.8,62.6,57.6,110.0,7.0,1016.0,2.49,7.0,FEW,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,7,False,2024-01-03 07:00:00
2024-01-03 08:00:00,80.6,62.6,54.3,100.0,6.0,1015.0,2.49,6.0,FEW,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,8,False,2024-01-03 08:00:00
2024-01-03 08:30:00,80.6,62.6,54.3,90.0,6.0,1015.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,8,False,2024-01-03 08:00:00
2024-01-03 09:00:00,80.6,62.6,54.3,90.0,6.0,1014.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,9,False,2024-01-03 09:00:00
2024-01-03 09:30:00,80.6,59.0,47.79,80.0,8.0,1014.0,2.49,8.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,9,False,2024-01-03 09:00:00
2024-01-03 10:00:00,80.6,59.0,47.79,80.0,8.0,1014.0,2.49,8.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,10,False,2024-01-03 10:00:00
2024-01-03 10:30:00,78.8,59.0,50.69,100.0,8.0,1014.0,2.49,8.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,10,False,2024-01-03 10:00:00
2024-01-03 11:00:00,78.8,59.0,50.69,100.0,8.0,1014.0,2.49,8.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,11,False,2024-01-03 11:00:00
2024-01-03 11:30:00,78.8,60.8,54.05,100.0,9.0,1014.0,2.49,9.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,11,False,2024-01-03 11:00:00
2024-01-03 12:00:00,77.0,59.0,53.8,100.0,9.0,1014.0,2.49,9.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,12,False,2024-01-03 12:00:00
2024-01-03 12:30:00,75.2,59.0,57.12,110.0,6.0,1015.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,12,False,2024-01-03 12:00:00
2024-01-03 13:00:00,73.4,59.0,60.67,120.0,6.0,1015.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,13,False,2024-01-03 13:00:00
2024-01-03 13:30:00,71.6,59.0,64.48,110.0,6.0,1015.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,13,False,2024-01-03 13:00:00
2024-01-03 14:00:00,71.6,59.0,64.48,110.0,6.0,1016.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,14,False,2024-01-03 14:00:00
2024-01-03 14:30:00,69.8,59.0,68.55,100.0,6.0,1016.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,14,False,2024-01-03 14:00:00
2024-01-03 15:00:00,68.0,59.0,72.92,100.0,6.0,1016.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,15,False,2024-01-03 15:00:00
2024-01-03 15:30:00,68.0,59.0,72.92,90.0,6.0,1016.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,15,False,2024-01-03 15:00:00
2024-01-03 16:00:00,68.0,59.0,72.92,110.0,6.0,1016.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,16,False,2024-01-03 16:00:00
2024-01-03 16:30:00,68.0,59.0,72.92,110.0,6.0,1016.0,2.49,6.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,16,False,2024-01-03 16:00:00
2024-01-03 17:00:00,66.2,59.0,77.6,110.0,5.0,1017.0,2.49,5.0,FEW,CLR,CLR,CLR,2000.0,0.0,0.0,0.0,HZ,VOHS,17,False,2024-01-03 17:00:00
2024-01-03 18:00:00,66.2,57.2,72.74,120.0,5.0,1017.0,1.86,5.0,FEW,CLR,CLR,CLR,1000.0,0.0,0.0,0.0,HZ,VOHS,18,True,2024-01-03 18:00:00
