year,month,day,airport,temp,dew,rh,mslp,pressure,visibility,wind_dir,wind_speed,gust_flag,dewpoint_spread,pressure_tendency,feel,low_visibil,high_humi,weather_f,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wx_+DZ,wx_+RA,wx_+TSRA,wx_-DZ,wx_-DZ BR,wx_-RA,wx_-TS,wx_-TSRA,wx_BR,wx_DZ,wx_HZ,wx_M,wx_MIFG,wx_RA,wx_TS,wx_TSRA,wx_VCRA,wx_VCRA -DZ,wx_VCTS,wx_VCTS RA,turbulence_risk
2024,3,22,1,24,18,69,1020,1015,3,110,6,0,6,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,24,18,69,1020,1015,3,110,6,0,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,19,65,1020,1015,3,120,5,0,7,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,19,65,1020,1015,3,120,5,0,7,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,19,65,1020,1016,3,120,6,0,7,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,19,65,1020,1016,3,120,6,0,7,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,28,17,51,1020,1016,3,120,5,0,11,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,28,17,51,1020,1016,3,120,5,0,13,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,30,17,45,1020,1016,3,130,5,0,11,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,30,17,45,1020,1016,3,130,5,0,13,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,31,16,40,1020,1016,3,130,6,0,15,0,87,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,31,16,40,1020,1016,3,130,6,0,17,0,87,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,32,15,35,1020,1015,3,120,5,0,15,0,88,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,32,15,35,1020,1015,3,120,5,0,17,0,88,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,33,15,33,1020,1015,3,190,4,0,18,0,90,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,33,15,33,1020,1015,3,190,4,0,20,0,90,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,33,13,29,1020,1014,3,190,3,0,18,0,89,0,0,0,4,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,33,13,29,1020,1014,3,0,3,0,20,0,89,0,0,0,4,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,13,28,1020,1013,3,210,4,0,21,0,91,0,0,0,4,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,13,28,1020,1013,3,210,4,0,20,0,91,0,0,0,4,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,33,13,29,1020,1013,3,210,3,0,21,0,89,0,0,0,4,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,33,13,29,1020,1013,3,0,3,0,20,0,89,0,0,0,4,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,13,28,1020,1012,3,0,3,0,21,0,91,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,13,28,1020,1012,3,190,3,0,23,0,91,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,35,12,24,1020,1012,3,190,5,0,21,0,92,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,35,12,24,1020,1012,3,190,5,0,23,0,92,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,35,13,26,1020,1011,3,200,3,0,23,0,93,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,35,13,26,1020,1011,3,200,3,0,22,0,93,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,35,12,24,1020,1011,3,0,2,0,23,0,92,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,35,12,24,1020,1011,3,200,2,0,22,0,92,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,13,28,1020,1011,3,0,3,0,21,0,91,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,13,28,1020,1011,3,300,3,0,22,0,91,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,35,13,26,1020,1010,3,300,4,0,21,0,93,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,35,13,26,1020,1010,3,300,4,0,22,0,93,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,12,26,1020,1010,3,320,5,0,22,0,90,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,12,26,1020,1011,3,310,6,0,22,0,90,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,12,26,1020,1011,3,310,6,0,22,0,90,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,12,26,1020,1011,3,310,3,0,22,0,90,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,34,12,26,1020,1011,3,0,3,0,22,0,90,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,31,13,33,1020,1011,3,80,8,0,18,0,86,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,31,13,33,1020,1011,3,80,8,0,17,0,86,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,30,13,35,1020,1012,3,90,6,0,18,0,84,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,30,13,35,1020,1012,3,90,6,0,17,0,84,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,29,14,39,1020,1012,3,90,6,0,15,0,83,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,29,14,39,1020,1012,3,90,6,0,15,0,83,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,29,14,39,1020,1012,3,90,6,0,15,0,83,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,29,14,39,1020,1012,3,90,6,0,15,0,83,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,29,14,39,1020,1013,3,100,6,0,15,0,83,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,29,14,39,1020,1013,3,100,6,0,13,0,83,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,28,15,45,1020,1013,3,110,6,0,15,0,82,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,28,15,45,1020,1013,3,110,6,0,13,0,82,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,28,14,42,1020,1013,3,110,6,0,14,0,82,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,28,14,42,1020,1013,3,110,6,0,14,0,82,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,28,14,42,1020,1013,3,120,5,0,14,0,82,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,28,14,42,1020,1013,3,120,5,0,14,0,82,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,14,44,1020,1013,3,110,6,0,13,0,80,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,14,44,1020,1013,3,110,6,0,13,0,80,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,14,44,1020,1013,3,110,6,0,13,0,80,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,14,44,1020,1013,3,110,6,0,13,0,80,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,14,47,1020,1013,3,120,5,0,12,0,78,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,14,47,1020,1013,3,120,5,0,11,0,78,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,15,50,1020,1013,3,110,5,0,12,0,78,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,26,15,50,1020,1013,3,110,5,0,11,0,78,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,25,15,53,1020,1012,3,120,4,0,10,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,25,15,53,1020,1012,3,120,4,0,9,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,25,16,57,1020,1012,3,120,4,0,10,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,25,16,57,1020,1012,3,120,4,0,9,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,25,17,61,1020,1012,3,130,4,0,8,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,25,17,61,1020,1012,3,130,4,0,7,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,25,18,65,1020,1012,3,120,4,0,8,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,25,18,65,1020,1012,3,120,4,0,7,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,24,18,69,1020,1011,3,120,4,0,6,0,75,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,24,18,69,1020,1011,3,120,4,0,7,0,75,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,24,17,64,1020,1011,3,130,4,0,6,0,75,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,24,17,64,1020,1011,3,130,4,0,7,0,75,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,24,17,64,1020,1011,3,130,6,0,7,0,75,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,24,17,64,1020,1011,3,130,6,0,7,0,75,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,24,17,64,1020,1011,3,130,3,0,7,0,75,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,24,17,64,1020,1011,3,0,3,0,7,0,75,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,23,17,68,1020,1011,3,0,3,0,6,0,73,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,23,17,68,1020,1011,3,0,3,0,6,0,73,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,23,17,68,1020,1011,3,0,3,0,6,0,73,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,22,1,23,17,68,1020,1011,3,0,3,0,6,0,73,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,21,16,68,1020,1012,3,80,3,0,6,0,71,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,21,16,68,1020,1012,3,0,3,0,6,0,71,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,21,16,68,1020,1012,3,80,4,0,6,0,71,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,21,16,68,1020,1012,3,80,4,0,6,0,71,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,23,17,68,1020,1013,3,0,3,0,6,0,73,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,25,18,65,1020,1014,3,210,3,0,10,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,25,18,65,1020,1014,3,0,3,0,7,0,77,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,26,17,54,1020,1015,3,210,4,0,10,0,81,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,26,17,54,1020,1015,3,210,4,0,7,0,81,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,28,17,51,1020,1015,3,210,4,0,11,0,83,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,28,17,51,1020,1015,3,210,4,0,12,0,83,0,0,0,4,4,0,0,1500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,29,17,48,1020,1016,3,210,4,0,11,0,85,0,0,0,2,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,29,17,48,1020,1016,3,0,4,0,12,0,85,0,0,0,2,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,30,17,45,1020,1016,3,240,6,0,13,0,86,0,0,0,2,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,30,17,45,1020,1016,3,240,6,0,13,0,86,0,0,0,2,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,31,18,45,1020,1015,3,230,6,0,13,0,89,0,0,0,2,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,31,18,45,1020,1015,3,230,6,0,13,0,89,0,0,0,2,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,31,17,43,1020,1015,3,240,7,0,14,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,31,17,43,1020,1015,3,240,7,0,17,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,33,16,36,1020,1015,3,200,4,0,14,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,33,16,36,1020,1015,3,200,4,0,17,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,34,16,34,1020,1015,3,180,4,0,18,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,34,16,34,1020,1015,3,180,4,0,18,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,34,16,34,1020,1014,3,190,5,0,18,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,34,16,34,1020,1014,3,190,5,0,18,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,34,16,34,1020,1014,3,180,7,0,18,0,93,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,34,16,34,1020,1014,3,180,7,0,19,0,93,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,16,32,1020,1013,3,180,4,0,18,0,95,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,16,32,1020,1013,3,180,4,0,19,0,95,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,15,30,1020,1012,3,190,4,0,20,0,94,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,15,30,1020,1012,3,190,4,0,20,0,94,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,15,30,1020,1012,3,190,4,0,20,0,94,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,15,30,1020,1012,3,190,4,0,20,0,94,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,14,28,1020,1011,3,170,4,0,20,0,93,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,14,28,1020,1011,3,170,4,0,21,0,93,0,0,0,2,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,34,14,29,1020,1011,3,150,4,0,20,0,91,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,34,14,29,1020,1011,3,150,4,0,21,0,91,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,14,28,1020,1010,3,140,4,0,21,0,93,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,13,26,1020,1010,3,0,4,0,22,0,93,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,13,26,1020,1010,3,0,4,0,22,0,93,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,13,26,1020,1011,3,0,4,0,22,0,93,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,35,13,26,1020,1011,3,0,4,0,22,0,93,0,0,0,4,4,0,0,1500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,34,14,29,1020,1011,3,80,6,0,20,0,91,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,33,14,31,1020,1011,3,60,10,0,19,0,90,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,33,14,31,1020,1011,3,60,10,0,17,0,90,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,32,15,35,1020,1012,3,80,8,0,19,0,88,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,32,15,35,1020,1012,3,80,8,0,17,0,88,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,31,16,40,1020,1012,3,90,6,0,15,0,87,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,31,16,40,1020,1012,3,90,6,0,15,0,87,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,30,15,40,1020,1013,3,100,7,0,15,0,85,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,30,15,40,1020,1013,3,100,7,0,15,0,85,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,30,15,40,1020,1013,3,110,7,0,15,0,85,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,3,23,1,30,15,40,1020,1013,3,110,7,0,14,0,85,0,0,0,4,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
