minute,time_bin,month,day_of_year,airport,LATITUDE,LONGITUDE,ELEVATION,hour,tmp,dwpt,relh,drct,sknt,gust,vsby,mslp,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcode,wind_u,wind_v,gust_factor,wind_speed_diff,wind_dir_diff,high_wind_gust,min_skyl,num_cloud_layers,dewpoint_dep,tmp_diff,mslp_diff,is_day,low_visibility,date_int,turbulence
0,0,1,1,0,19.088686,72.867919,11,0,24,18,69,160.0,3,3,1,1012,5,0,0,0,0,0,0,0,5,1,-3,0,0,0,0,0,0,6,0,0,0,1,20240101,1
30,1,1,1,0,19.088686,72.867919,11,0,26,18,61,80.0,5,5,1,1012,5,0,0,0,0,0,0,0,5,5,1,0,2,-80,0,0,0,8,2,0,0,1,20240101,1
0,2,1,1,0,19.088686,72.867919,11,1,25,18,65,140.0,4,4,1,1013,5,0,0,0,0,0,0,0,5,3,-3,0,-1,60,0,0,0,7,-1,1,0,1,20240101,1
30,3,1,1,0,19.088686,72.867919,11,1,25,18,65,70.0,1,4,1,1013,5,0,0,0,0,0,0,0,5,1,0,3,-3,-70,0,0,0,7,0,0,0,1,20240101,1
0,4,1,1,0,19.088686,72.867919,11,2,26,18,61,90.0,5,5,1,1013,5,0,0,0,0,0,0,0,5,5,0,0,4,20,0,0,0,8,1,0,0,1,20240101,1
30,5,1,1,0,19.088686,72.867919,11,2,25,18,65,50.0,3,3,1,1014,5,0,0,0,0,0,0,0,5,2,2,0,-2,-40,0,0,0,7,-1,1,0,1,20240101,1
0,6,1,1,0,19.088686,72.867919,11,3,26,19,65,20.0,1,3,1,1014,5,0,0,0,0,0,0,0,5,0,1,2,-2,-30,0,0,0,7,1,0,0,1,20240101,1
30,7,1,1,0,19.088686,72.867919,11,3,27,18,58,40.0,6,6,1,1014,5,0,0,0,0,0,0,0,5,4,5,0,5,20,0,0,0,9,1,0,0,1,20240101,1
0,8,1,1,0,19.088686,72.867919,11,4,27,18,58,150.0,4,4,1,1015,5,0,0,0,0,0,0,0,5,2,-3,0,-2,110,0,0,0,9,0,1,0,1,20240101,1
30,9,1,1,0,19.088686,72.867919,11,4,28,18,55,120.0,4,4,1,1015,5,0,0,0,0,0,0,0,6,3,-2,0,0,-30,0,0,0,10,1,0,0,1,20240101,1
0,10,1,1,0,19.088686,72.867919,11,5,29,17,48,150.0,5,5,1,1015,5,0,0,0,0,0,0,0,6,2,-4,0,1,30,0,0,0,12,1,0,0,1,20240101,1
30,11,1,1,0,19.088686,72.867919,11,5,29,16,45,160.0,5,5,1,1014,5,0,0,0,0,0,0,0,6,2,-5,0,0,10,0,0,0,13,0,-1,0,1,20240101,1
0,12,1,1,0,19.088686,72.867919,11,6,31,16,40,0.0,0,5,1,1014,1,0,0,0,10000,0,0,0,6,0,0,5,-5,-160,0,0,1,15,2,0,1,1,20240101,1
30,13,1,1,0,19.088686,72.867919,11,6,32,17,41,0.0,0,5,1,1013,1,0,0,0,10000,0,0,0,6,0,0,5,0,0,0,0,1,15,1,-1,1,1,20240101,1
0,14,1,1,0,19.088686,72.867919,11,7,32,16,38,200.0,4,4,1,1013,1,0,0,0,10000,0,0,0,6,-1,-4,0,4,200,0,0,1,16,0,0,1,1,20240101,1
30,15,1,1,0,19.088686,72.867919,11,7,31,19,49,270.0,7,7,1,1012,1,0,0,0,10000,0,0,0,6,-7,0,0,3,70,0,0,1,12,-1,-1,1,1,20240101,1
0,16,1,1,0,19.088686,72.867919,11,8,31,19,49,270.0,7,7,1,1012,1,0,0,0,10000,0,0,0,6,-7,0,0,0,0,0,0,1,12,0,0,1,1,20240101,0
30,17,1,1,0,19.088686,72.867919,11,8,31,20,52,260.0,8,8,1,1011,5,0,0,0,0,0,0,0,6,-8,-1,0,1,-10,0,0,0,11,0,-1,1,1,20240101,1
0,18,1,1,0,19.088686,72.867919,11,9,31,19,49,270.0,10,10,1,1011,5,0,0,0,0,0,0,0,6,-10,0,0,2,10,0,0,0,12,0,0,1,1,20240101,1
30,19,1,1,0,19.088686,72.867919,11,9,30,19,52,270.0,10,10,1,1011,5,0,0,0,0,0,0,0,6,-10,0,0,0,0,0,0,0,11,-1,0,1,1,20240101,1
0,20,1,1,0,19.088686,72.867919,11,10,30,18,49,270.0,8,8,1,1011,5,0,0,0,0,0,0,0,6,-8,0,0,-2,0,0,0,0,12,0,0,1,1,20240101,1
30,21,1,1,0,19.088686,72.867919,11,10,31,18,46,280.0,7,7,1,1010,5,0,0,0,0,0,0,0,6,-7,1,0,-1,10,0,0,0,13,1,-1,1,1,20240101,1
0,22,1,1,0,19.088686,72.867919,11,11,30,19,52,260.0,7,7,1,1010,5,0,0,0,0,0,0,0,6,-7,-1,0,0,-20,0,0,0,11,-1,0,1,1,20240101,1
30,23,1,1,0,19.088686,72.867919,11,11,31,19,49,280.0,8,8,1,1010,5,0,0,0,0,0,0,0,6,-8,1,0,1,20,0,0,0,12,1,0,1,1,20240101,1
0,24,1,1,0,19.088686,72.867919,11,12,29,20,58,320.0,4,4,1,1011,5,0,0,0,0,0,0,0,6,-3,3,0,-4,40,0,0,0,9,-2,1,1,1,20240101,1
30,25,1,1,0,19.088686,72.867919,11,12,29,19,55,320.0,6,6,1,1011,5,0,0,0,0,0,0,0,6,-4,5,0,2,0,0,0,0,10,0,0,1,1,20240101,1
0,26,1,1,0,19.088686,72.867919,11,13,29,19,55,320.0,6,6,1,1011,5,0,0,0,0,0,0,0,6,-4,5,0,0,0,0,0,0,10,0,0,1,1,20240101,1
30,27,1,1,0,19.088686,72.867919,11,13,28,20,62,320.0,6,6,1,1012,5,0,0,0,0,0,0,0,6,-4,5,0,0,0,0,0,0,8,-1,1,1,1,20240101,1
0,28,1,1,0,19.088686,72.867919,11,14,28,20,62,320.0,6,6,1,1012,5,0,0,0,0,0,0,0,6,-4,5,0,0,0,0,0,0,8,0,0,1,1,20240101,1
30,29,1,1,0,19.088686,72.867919,11,14,27,20,66,310.0,4,4,1,1013,5,0,0,0,0,0,0,0,6,-3,3,0,-2,-10,0,0,0,7,-1,1,1,1,20240101,1
0,30,1,1,0,19.088686,72.867919,11,15,27,20,66,310.0,5,5,1,1013,5,0,0,0,0,0,0,0,5,-4,3,0,1,0,0,0,0,7,0,0,1,1,20240101,1
30,31,1,1,0,19.088686,72.867919,11,15,27,21,70,300.0,3,3,1,1013,5,0,0,0,0,0,0,0,5,-3,2,0,-2,-10,0,0,0,6,0,0,1,1,20240101,1
0,32,1,1,0,19.088686,72.867919,11,16,28,19,58,350.0,6,6,1,1014,5,0,0,0,0,0,0,0,5,-1,6,0,3,50,0,0,0,9,1,1,1,1,20240101,1
30,33,1,1,0,19.088686,72.867919,11,16,27,20,66,360.0,5,5,1,1014,5,0,0,0,0,0,0,0,5,0,5,0,-1,10,0,0,0,7,-1,0,1,1,20240101,1
30,33,1,1,0,19.088686,72.867919,11,16,27,20,66,360.0,5,5,1,1014,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,7,0,0,1,1,20240101,1
0,34,1,1,0,19.088686,72.867919,11,17,27,19,62,130.0,4,4,1,1014,5,0,0,0,0,0,0,0,5,3,-3,0,-1,-230,0,0,0,8,0,0,1,1,20240101,1
30,35,1,1,0,19.088686,72.867919,11,17,27,18,58,340.0,5,5,1,1014,5,0,0,0,0,0,0,0,5,-2,5,0,1,210,0,0,0,9,0,0,1,1,20240101,1
0,36,1,1,0,19.088686,72.867919,11,18,27,19,62,40.0,4,4,1,1013,5,0,0,0,0,0,0,0,5,3,3,0,-1,-300,0,0,0,8,0,-1,1,1,20240101,1
30,37,1,1,0,19.088686,72.867919,11,18,27,19,62,20.0,1,4,1,1013,5,0,0,0,0,0,0,0,5,0,1,3,-3,-20,0,0,0,8,0,0,1,1,20240101,1
0,38,1,1,0,19.088686,72.867919,11,19,26,19,65,340.0,3,3,1,1013,5,0,0,0,0,0,0,0,5,-1,3,0,2,320,0,0,0,7,-1,0,0,1,20240101,1
30,39,1,1,0,19.088686,72.867919,11,19,26,19,65,10.0,3,3,1,1012,5,0,0,0,0,0,0,0,5,1,3,0,0,-330,0,0,0,7,0,-1,0,1,20240101,1
0,40,1,1,0,19.088686,72.867919,11,20,25,19,69,0.0,0,3,1,1012,5,0,0,0,0,0,0,0,5,0,0,3,-3,-10,0,0,0,6,-1,0,0,1,20240101,1
30,41,1,1,0,19.088686,72.867919,11,20,25,19,69,0.0,0,3,1,1012,5,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,0,0,0,1,20240101,1
0,42,1,1,0,19.088686,72.867919,11,21,25,20,74,30.0,5,5,1,1012,5,0,0,0,0,0,0,0,5,2,4,0,5,30,0,0,0,5,0,0,0,1,20240101,1
30,43,1,1,0,19.088686,72.867919,11,21,25,20,74,20.0,4,4,1,1012,5,0,0,0,0,0,0,0,5,1,4,0,-1,-10,0,0,0,5,0,0,0,1,20240101,0
0,44,1,1,0,19.088686,72.867919,11,22,25,19,69,30.0,3,3,1,1012,5,0,0,0,0,0,0,0,5,1,3,0,-1,10,0,0,0,6,0,0,0,1,20240101,1
30,45,1,1,0,19.088686,72.867919,11,22,24,19,74,20.0,4,4,1,1012,5,0,0,0,0,0,0,0,5,1,4,0,1,-10,0,0,0,5,-1,0,0,1,20240101,0
0,46,1,1,0,19.088686,72.867919,11,23,25,18,65,60.0,4,4,1,1012,5,0,0,0,0,0,0,0,5,3,2,0,0,40,0,0,0,7,1,0,0,1,20240101,1
30,47,1,1,0,19.088686,72.867919,11,23,25,19,69,140.0,3,3,1,1012,5,0,0,0,0,0,0,0,5,2,-2,0,-1,80,0,0,0,6,0,0,0,1,20240101,1
0,0,1,2,0,19.088686,72.867919,11,0,24,19,74,50.0,1,3,1,1012,5,0,0,0,0,0,0,0,5,1,1,2,-2,-90,0,0,0,5,-1,0,0,1,20240102,1
30,1,1,2,0,19.088686,72.867919,11,0,24,19,74,100.0,4,4,1,1012,5,0,0,0,0,0,0,0,5,4,-1,0,3,50,0,0,0,5,0,0,0,1,20240102,1
0,2,1,2,0,19.088686,72.867919,11,1,24,19,74,140.0,3,3,1,1012,5,0,0,0,0,0,0,0,5,2,-2,0,-1,40,0,0,0,5,0,0,0,1,20240102,1
30,3,1,2,0,19.088686,72.867919,11,1,24,19,74,140.0,4,4,1,1013,5,0,0,0,0,0,0,0,5,3,-3,0,1,0,0,0,0,5,0,1,0,1,20240102,0
0,4,1,2,0,19.088686,72.867919,11,2,25,19,69,180.0,3,3,1,1013,5,0,0,0,0,0,0,0,5,0,-3,0,-1,40,0,0,0,6,1,0,0,1,20240102,1
30,5,1,2,0,19.088686,72.867919,11,2,25,19,69,140.0,4,4,1,1013,5,0,0,0,0,0,0,0,5,3,-3,0,1,-40,0,0,0,6,0,0,0,1,20240102,1
0,6,1,2,0,19.088686,72.867919,11,3,25,19,69,50.0,5,5,1,1013,5,0,0,0,0,0,0,0,5,4,3,0,1,-90,0,0,0,6,0,0,0,1,20240102,1
30,7,1,2,0,19.088686,72.867919,11,3,26,19,65,40.0,4,4,1,1014,5,0,0,0,0,0,0,0,5,3,3,0,-1,-10,0,0,0,7,1,1,0,1,20240102,1
0,8,1,2,0,19.088686,72.867919,11,4,26,18,61,30.0,6,6,1,1014,5,0,0,0,0,0,0,0,5,3,5,0,2,-10,0,0,0,8,0,0,0,1,20240102,1
30,9,1,2,0,19.088686,72.867919,11,4,27,19,62,10.0,4,4,1,1014,5,0,0,0,0,0,0,0,5,1,4,0,-2,-20,0,0,0,8,1,0,0,1,20240102,1
0,10,1,2,0,19.088686,72.867919,11,5,28,18,55,20.0,5,5,1,1014,5,0,0,0,0,0,0,0,5,2,5,0,1,10,0,0,0,10,1,0,0,1,20240102,1
30,11,1,2,0,19.088686,72.867919,11,5,29,17,48,10.0,1,5,1,1013,5,0,0,0,0,0,0,0,6,0,1,4,-4,-10,0,0,0,12,1,-1,0,1,20240102,1
0,12,1,2,0,19.088686,72.867919,11,6,30,18,49,150.0,6,6,1,1013,5,0,0,0,0,0,0,0,6,3,-5,0,5,140,0,0,0,12,1,0,1,1,20240102,1
30,13,1,2,0,19.088686,72.867919,11,6,32,18,43,200.0,3,3,1,1013,5,0,0,0,0,0,0,0,6,-1,-3,0,-3,50,0,0,0,14,2,0,1,1,20240102,1
0,14,1,2,0,19.088686,72.867919,11,7,30,20,55,270.0,8,8,1,1012,5,0,0,0,0,0,0,0,6,-8,0,0,5,70,0,0,0,10,-2,-1,1,1,20240102,1
30,15,1,2,0,19.088686,72.867919,11,7,30,20,55,260.0,7,7,1,1011,5,0,0,0,0,0,0,0,6,-7,-1,0,-1,-10,0,0,0,10,0,-1,1,1,20240102,1
0,16,1,2,0,19.088686,72.867919,11,8,30,20,55,230.0,6,6,1,1011,5,0,0,0,0,0,0,0,6,-5,-4,0,-1,-30,0,0,0,10,0,0,1,1,20240102,1
30,17,1,2,0,19.088686,72.867919,11,8,31,20,52,270.0,7,7,1,1010,5,0,0,0,0,0,0,0,6,-7,0,0,1,40,0,0,0,11,1,-1,1,1,20240102,1
0,18,1,2,0,19.088686,72.867919,11,9,30,20,55,240.0,8,8,1,1010,5,0,0,0,0,0,0,0,6,-7,-4,0,1,-30,0,0,0,10,-1,0,1,1,20240102,1
30,19,1,2,0,19.088686,72.867919,11,9,31,20,52,270.0,9,9,1,1010,5,0,0,0,0,0,0,0,6,-9,0,0,1,30,0,0,0,11,1,0,1,1,20240102,1
0,20,1,2,0,19.088686,72.867919,11,10,30,20,55,280.0,9,9,1,1010,5,0,0,0,0,0,0,0,6,-9,2,0,0,10,0,0,0,10,-1,0,1,1,20240102,1
30,21,1,2,0,19.088686,72.867919,11,10,30,20,55,300.0,10,10,1,1010,5,0,0,0,0,0,0,0,6,-9,5,0,1,20,0,0,0,10,0,0,1,1,20240102,1
0,22,1,2,0,19.088686,72.867919,11,11,30,20,55,290.0,9,9,1,1010,5,0,0,0,0,0,0,0,6,-8,3,0,-1,-10,0,0,0,10,0,0,1,1,20240102,1
30,23,1,2,0,19.088686,72.867919,11,11,29,20,58,330.0,7,7,1,1010,5,0,0,0,0,0,0,0,6,-4,6,0,-2,40,0,0,0,9,-1,0,1,1,20240102,1
0,24,1,2,0,19.088686,72.867919,11,12,28,21,66,320.0,8,8,1,1010,5,0,0,0,0,0,0,0,5,-5,6,0,1,-10,0,0,0,7,-1,0,1,1,20240102,1
30,25,1,2,0,19.088686,72.867919,11,12,28,21,66,330.0,7,7,1,1010,5,0,0,0,0,0,0,0,5,-4,6,0,-1,10,0,0,0,7,0,0,1,1,20240102,1
0,26,1,2,0,19.088686,72.867919,11,13,28,20,62,360.0,5,5,1,1011,5,0,0,0,0,0,0,0,5,0,5,0,-2,30,0,0,0,8,0,1,1,1,20240102,1
30,27,1,2,0,19.088686,72.867919,11,13,27,21,70,310.0,7,7,1,1011,5,0,0,0,0,0,0,0,5,-5,4,0,2,-50,0,0,0,6,-1,0,1,1,20240102,1
0,28,1,2,0,19.088686,72.867919,11,14,27,20,66,350.0,7,7,1,1012,5,0,0,0,0,0,0,0,5,-1,7,0,0,40,0,0,0,7,0,1,1,1,20240102,1
30,29,1,2,0,19.088686,72.867919,11,14,27,18,58,340.0,10,10,1,1012,5,0,0,0,0,0,0,0,5,-3,9,0,3,-10,0,0,0,9,0,0,1,1,20240102,1
0,30,1,2,0,19.088686,72.867919,11,15,26,17,58,360.0,6,6,1,1013,5,0,0,0,0,0,0,0,5,0,6,0,-4,20,0,0,0,9,-1,1,1,1,20240102,1
30,31,1,2,0,19.088686,72.867919,11,15,26,17,58,340.0,8,8,1,1013,5,0,0,0,0,0,0,0,6,-3,8,0,2,-20,0,0,0,9,0,0,1,1,20240102,1
0,32,1,2,0,19.088686,72.867919,11,16,26,15,51,350.0,7,7,1,1013,5,0,0,0,0,0,0,0,6,-1,7,0,-1,10,0,0,0,11,0,0,1,1,20240102,1
30,33,1,2,0,19.088686,72.867919,11,16,26,14,48,30.0,6,6,1,1013,5,0,0,0,0,0,0,0,6,3,5,0,-1,-320,0,0,0,12,0,0,1,1,20240102,1
0,34,1,2,0,19.088686,72.867919,11,17,26,14,48,10.0,5,5,1,1013,5,0,0,0,0,0,0,0,6,1,5,0,-1,-20,0,0,0,12,0,0,1,1,20240102,1
30,35,1,2,0,19.088686,72.867919,11,17,26,13,45,100.0,4,4,1,1013,5,0,0,0,0,0,0,0,6,4,-1,0,-1,90,0,0,0,13,0,0,1,1,20240102,1
0,36,1,2,0,19.088686,72.867919,11,18,26,13,45,100.0,3,3,1,1013,5,0,0,0,0,0,0,0,6,3,-1,0,-1,0,0,0,0,13,0,0,1,1,20240102,1
30,37,1,2,0,19.088686,72.867919,11,18,25,16,57,90.0,4,4,1,1013,5,0,0,0,0,0,0,0,6,4,0,0,1,-10,0,0,0,9,-1,0,1,1,20240102,1
0,38,1,2,0,19.088686,72.867919,11,19,26,15,51,170.0,1,4,1,1013,5,0,0,0,0,0,0,0,6,0,-1,3,-3,80,0,0,0,11,1,0,0,1,20240102,1
30,39,1,2,0,19.088686,72.867919,11,19,25,15,54,340.0,3,3,1,1012,5,0,0,0,0,0,0,0,6,-1,3,0,2,170,0,0,0,10,-1,-1,0,1,20240102,1
0,40,1,2,0,19.088686,72.867919,11,20,25,15,54,170.0,1,3,1,1012,5,0,0,0,0,0,0,0,6,0,-1,2,-2,-170,0,0,0,10,0,0,0,1,20240102,1
30,41,1,2,0,19.088686,72.867919,11,20,25,15,54,340.0,4,4,1,1012,5,0,0,0,0,0,0,0,6,-1,4,0,3,170,0,0,0,10,0,0,0,1,20240102,1
0,42,1,2,0,19.088686,72.867919,11,21,25,15,54,330.0,5,5,1,1012,5,0,0,0,0,0,0,0,6,-3,4,0,1,-10,0,0,0,10,0,0,0,1,20240102,1
30,43,1,2,0,19.088686,72.867919,11,21,25,15,54,165.0,1,5,1,1012,5,0,0,0,0,0,0,0,6,0,-1,4,-4,-165,0,0,0,10,0,0,0,1,20240102,1
0,44,1,2,0,19.088686,72.867919,11,22,24,15,57,20.0,3,3,1,1011,5,0,0,0,0,0,0,0,6,1,3,0,2,-145,0,0,0,9,-1,-1,0,1,20240102,1
30,45,1,2,0,19.088686,72.867919,11,22,24,15,57,350.0,3,3,1,1011,5,0,0,0,0,0,0,0,6,-1,3,0,0,330,0,0,0,9,0,0,0,1,20240102,1
0,46,1,2,0,19.088686,72.867919,11,23,24,16,61,140.0,4,4,1,1011,5,0,0,0,0,0,0,0,6,3,-3,0,1,-210,0,0,0,8,0,0,0,1,20240102,1
30,47,1,2,0,19.088686,72.867919,11,23,23,15,61,70.0,1,4,1,1011,5,0,0,0,0,0,0,0,6,1,0,3,-3,-70,0,0,0,8,-1,0,0,1,20240102,1
0,0,1,3,0,19.088686,72.867919,11,0,24,16,61,50.0,3,3,1,1011,5,0,0,0,0,0,0,0,6,2,2,0,2,-20,0,0,0,8,1,0,0,1,20240103,1
30,1,1,3,0,19.088686,72.867919,11,0,24,18,69,50.0,4,4,1,1011,5,0,0,0,0,0,0,0,5,3,3,0,1,0,0,0,0,6,0,0,0,1,20240103,1
0,2,1,3,0,19.088686,72.867919,11,1,24,18,69,160.0,5,5,1,1012,5,0,0,0,0,0,0,0,5,2,-5,0,1,110,0,0,0,6,0,1,0,1,20240103,1
30,3,1,3,0,19.088686,72.867919,11,1,23,18,73,50.0,3,3,1,1012,5,0,0,0,0,0,0,0,5,2,2,0,-2,-110,0,0,0,5,-1,0,0,1,20240103,0
0,4,1,3,0,19.088686,72.867919,11,2,23,18,73,90.0,3,3,1,1012,5,0,0,0,0,0,0,0,5,3,0,0,0,40,0,0,0,5,0,0,0,1,20240103,1
30,5,1,3,0,19.088686,72.867919,11,2,24,19,74,20.0,3,3,1,1012,1,0,0,0,10000,0,0,0,5,1,3,0,0,-70,0,0,1,5,1,0,0,1,20240103,0
0,6,1,3,0,19.088686,72.867919,11,3,24,19,74,50.0,4,4,1,1013,1,0,0,0,10000,0,0,0,5,3,3,0,1,30,0,0,1,5,0,1,0,1,20240103,0
30,7,1,3,0,19.088686,72.867919,11,3,24,18,69,10.0,3,3,1,1013,1,0,0,0,10000,0,0,0,5,1,3,0,-1,-40,0,0,1,6,0,0,0,1,20240103,0
0,8,1,3,0,19.088686,72.867919,11,4,25,19,69,10.0,3,3,1,1013,1,0,0,0,10000,0,0,0,5,1,3,0,0,0,0,0,1,6,1,0,0,1,20240103,0
30,9,1,3,0,19.088686,72.867919,11,4,27,20,66,5.0,1,3,1,1014,1,0,0,0,10000,0,0,0,5,0,1,2,-2,-5,0,0,1,7,2,1,0,1,20240103,1
0,10,1,3,0,19.088686,72.867919,11,5,28,20,62,80.0,1,3,1,1013,1,0,0,0,10000,0,0,0,5,1,0,2,0,75,0,0,1,8,1,-1,0,1,20240103,1
30,11,1,3,0,19.088686,72.867919,11,5,29,19,55,160.0,5,5,1,1013,1,0,0,0,10000,0,0,0,5,2,-5,0,4,80,0,0,1,10,1,0,0,1,20240103,1
0,12,1,3,0,19.088686,72.867919,11,6,29,19,55,100.0,5,5,1,1013,1,0,0,0,10000,0,0,0,5,5,-1,0,0,-60,0,0,1,10,0,0,1,1,20240103,0
30,13,1,3,0,19.088686,72.867919,11,6,29,20,58,270.0,6,6,1,1012,1,0,0,0,10000,0,0,0,5,-6,0,0,1,170,0,0,1,9,0,-1,1,1,20240103,1
0,14,1,3,0,19.088686,72.867919,11,7,29,20,58,280.0,7,7,1,1011,1,0,0,0,10000,0,0,0,5,-7,1,0,1,10,0,0,1,9,0,-1,1,1,20240103,0
30,15,1,3,0,19.088686,72.867919,11,7,30,21,59,280.0,8,8,1,1011,1,0,0,0,10000,0,0,0,5,-8,1,0,1,0,0,0,1,9,1,0,1,1,20240103,0
0,16,1,3,0,19.088686,72.867919,11,8,30,20,55,260.0,10,10,1,1010,1,0,0,0,10000,0,0,0,6,-10,-2,0,2,-20,0,0,1,10,0,-1,1,1,20240103,0
30,17,1,3,0,19.088686,72.867919,11,8,30,21,59,280.0,7,7,1,1010,1,0,0,0,10000,0,0,0,6,-7,1,0,-3,20,0,0,1,9,0,0,1,1,20240103,0
0,18,1,3,0,19.088686,72.867919,11,9,30,20,55,270.0,8,8,1,1009,5,0,0,0,0,0,0,0,6,-8,0,0,1,-10,0,0,0,10,0,-1,1,1,20240103,1
30,19,1,3,0,19.088686,72.867919,11,9,30,20,55,300.0,6,6,1,1009,5,0,0,0,0,0,0,0,6,-5,3,0,-2,30,0,0,0,10,0,0,1,1,20240103,1
0,20,1,3,0,19.088686,72.867919,11,10,30,20,55,280.0,8,8,1,1009,5,0,0,0,0,0,0,0,6,-8,1,0,2,-20,0,0,0,10,0,0,1,1,20240103,1
30,21,1,3,0,19.088686,72.867919,11,10,30,20,55,290.0,8,8,1,1009,5,0,0,0,0,0,0,0,6,-8,3,0,0,10,0,0,0,10,0,0,1,1,20240103,1
0,22,1,3,0,19.088686,72.867919,11,11,29,21,62,290.0,9,9,1,1009,5,0,0,0,0,0,0,0,6,-8,3,0,1,0,0,0,0,8,-1,0,1,1,20240103,1
30,23,1,3,0,19.088686,72.867919,11,11,28,20,62,300.0,7,7,1,1009,5,0,0,0,0,0,0,0,6,-6,4,0,-2,10,0,0,0,8,-1,0,1,1,20240103,1
0,24,1,3,0,19.088686,72.867919,11,12,28,20,62,320.0,8,8,1,1009,1,0,0,0,10000,0,0,0,6,-5,6,0,1,20,0,0,1,8,0,0,1,1,20240103,0
30,25,1,3,0,19.088686,72.867919,11,12,27,21,70,310.0,7,7,1,1009,1,0,0,0,2000,0,0,0,5,-5,4,0,-1,-10,0,0,1,6,-1,0,1,1,20240103,0
0,26,1,3,0,19.088686,72.867919,11,13,27,20,66,330.0,5,5,1,1010,1,0,0,0,2000,0,0,0,5,-3,4,0,-2,20,0,0,1,7,0,1,1,1,20240103,0
30,27,1,3,0,19.088686,72.867919,11,13,27,20,66,310.0,4,4,1,1010,1,0,0,0,2000,0,0,0,5,-3,3,0,-1,-20,0,0,1,7,0,0,1,1,20240103,0
0,28,1,3,0,19.088686,72.867919,11,14,27,20,66,350.0,5,5,1,1010,5,0,0,0,0,0,0,0,5,-1,5,0,1,40,0,0,0,7,0,0,1,1,20240103,1
30,29,1,3,0,19.088686,72.867919,11,14,26,20,70,310.0,5,5,1,1011,5,0,0,0,0,0,0,0,5,-4,3,0,0,-40,0,0,0,6,-1,1,1,1,20240103,1
0,30,1,3,0,19.088686,72.867919,11,15,27,21,70,340.0,5,5,1,1011,5,0,0,0,0,0,0,0,5,-2,5,0,0,30,0,0,0,6,1,0,1,1,20240103,1
30,31,1,3,0,19.088686,72.867919,11,15,26,21,74,340.0,5,5,1,1011,5,0,0,0,0,0,0,0,5,-2,5,0,0,0,0,0,0,5,-1,0,1,1,20240103,0
0,32,1,3,0,19.088686,72.867919,11,16,26,21,74,330.0,3,3,1,1012,5,0,0,0,0,0,0,0,5,-2,3,0,-2,-10,0,0,0,5,0,1,1,1,20240103,0
30,33,1,3,0,19.088686,72.867919,11,16,26,21,74,360.0,3,3,1,1011,5,0,0,0,0,0,0,0,5,0,3,0,0,30,0,0,0,5,0,-1,1,1,20240103,1
0,34,1,3,0,19.088686,72.867919,11,17,26,21,74,20.0,5,5,1,1012,5,0,0,0,0,0,0,0,5,2,5,0,2,-340,0,0,0,5,0,1,1,1,20240103,0
30,35,1,3,0,19.088686,72.867919,11,17,26,20,70,330.0,3,3,1,1012,5,0,0,0,0,0,0,0,5,-2,3,0,-2,310,0,0,0,6,0,0,1,1,20240103,1
0,36,1,3,0,19.088686,72.867919,11,18,26,21,74,20.0,4,4,1,1012,5,0,0,0,0,0,0,0,5,1,4,0,1,-310,0,0,0,5,0,0,1,1,20240103,0
30,37,1,3,0,19.088686,72.867919,11,18,26,21,74,40.0,6,6,1,1011,5,0,0,0,0,0,0,0,5,4,5,0,2,20,0,0,0,5,0,-1,1,1,20240103,0
0,38,1,3,0,19.088686,72.867919,11,19,25,21,78,40.0,4,4,1,1011,5,0,0,0,0,0,0,0,5,3,3,0,-2,0,0,0,0,4,-1,0,0,1,20240103,0
30,39,1,3,0,19.088686,72.867919,11,19,25,21,78,190.0,4,4,1,1011,5,0,0,0,0,0,0,0,5,-1,-4,0,0,150,0,0,0,4,0,0,0,1,20240103,1
0,40,1,3,0,19.088686,72.867919,11,20,24,21,83,0.0,0,4,1,1011,5,0,0,0,0,0,0,0,5,0,0,4,-4,-190,0,0,0,3,-1,0,0,1,20240103,1
30,41,1,3,0,19.088686,72.867919,11,20,24,21,83,0.0,0,4,1,1011,5,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,0,0,1,20240103,1
0,42,1,3,0,19.088686,72.867919,11,21,24,21,83,15.0,0,4,1,1011,5,0,0,0,0,0,0,0,5,0,0,4,0,15,0,0,0,3,0,0,0,1,20240103,1
30,43,1,3,0,19.088686,72.867919,11,21,24,21,83,30.0,3,3,1,1011,5,0,0,0,0,0,0,0,5,1,3,0,3,15,0,0,0,3,0,0,0,1,20240103,1
0,44,1,3,0,19.088686,72.867919,11,22,24,21,83,0.0,0,3,1,1011,5,0,0,0,0,0,0,0,7,0,0,3,-3,-30,0,0,0,3,0,0,0,1,20240103,1
0,46,1,3,0,19.088686,72.867919,11,23,24,21,83,170.0,6,6,1,1011,5,0,0,0,0,0,0,0,7,1,-6,0,6,170,0,0,0,3,0,0,0,1,20240103,1
30,47,1,3,0,19.088686,72.867919,11,23,24,20,78,150.0,4,4,1,1011,5,0,0,0,0,0,0,0,7,2,-3,0,-2,-20,0,0,0,4,0,0,0,1,20240103,0
0,0,1,4,0,19.088686,72.867919,11,0,24,20,78,150.0,4,4,1,1011,5,0,0,0,0,0,0,0,7,2,-3,0,0,0,0,0,0,4,0,0,0,1,20240104,0
